,trip_id,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
2101,12487080,183364708.0,79,OUTBOUND-WILKINSBURG STATION,08:45:00,1,LINCOLN AVE + VERONA,16596,09:16:00,72,8.486665341071495,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 08:45:00,2023-01-01 09:16:00,0 days 00:31:00,31.0,0.5166666666666667
2102,4202080,183364708.0,79,INBOUND-LINCOLN PARK,09:28:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,09:59:00,73,8.818018566617372,1,LINCOLN AVE + LINCOLN LOOP,8812,2023-01-01 09:28:00,2023-01-01 09:59:00,0 days 00:31:00,31.0,0.5166666666666667
2103,12234080,183364708.0,79,OUTBOUND-WILKINSBURG STATION,10:00:00,1,LINCOLN AVE + VERONA,16596,10:31:00,72,8.486665341071495,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 10:00:00,2023-01-01 10:31:00,0 days 00:31:00,31.0,0.5166666666666667
2104,5054080,183364708.0,79,INBOUND-LINCOLN PARK,10:43:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,11:14:00,73,8.818018566617372,1,LINCOLN AVE + LINCOLN LOOP,8812,2023-01-01 10:43:00,2023-01-01 11:14:00,0 days 00:31:00,31.0,0.5166666666666667
2105,9514080,183364708.0,79,OUTBOUND-WILKINSBURG STATION,11:15:00,1,LINCOLN AVE + VERONA,16596,11:46:00,72,8.486665341071495,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 11:15:00,2023-01-01 11:46:00,0 days 00:31:00,31.0,0.5166666666666667
2106,5933080,183364708.0,79,INBOUND-LINCOLN PARK,11:58:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,12:29:00,73,8.818018566617372,1,LINCOLN AVE + LINCOLN LOOP,8812,2023-01-01 11:58:00,2023-01-01 12:29:00,0 days 00:31:00,31.0,0.5166666666666667
2107,668080,183364708.0,79,OUTBOUND-WILKINSBURG STATION,12:30:00,1,LINCOLN AVE + VERONA,16596,13:01:00,72,8.486665341071495,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 12:30:00,2023-01-01 13:01:00,0 days 00:31:00,31.0,0.5166666666666667
2108,3107080,183364808.0,67,INBOUND-DOWNTOWN,15:38:00,1,BOYCE CAMPUS EAST PKG LOT + STEPS,13496,17:00:00,114,20.229354890824812,1,STANWIX ST + FOURTH AVE,20,2023-01-01 15:38:00,2023-01-01 17:00:00,0 days 01:22:00,82.0,1.3666666666666667
2109,3928080,183364808.0,67,OUTBOUND-CCAC BOYCE,17:00:00,1,STANWIX ST + FOURTH AVE,20,18:13:00,93,19.913964730883468,1,BOYCE CAMPUS EAST PKG LOT + STEPS,13496,2023-01-01 17:00:00,2023-01-01 18:13:00,0 days 01:13:00,73.0,1.2166666666666666
2110,3942080,183364908.0,71C,INBOUND-DOWNTOWN,19:27:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,20:12:00,72,8.85656231747176,1,FIFTH AVE + WOOD ST,20856,2023-01-01 19:27:00,2023-01-01 20:12:00,0 days 00:45:00,45.0,0.75
2111,9629080,183364908.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,20:12:00,1,FIFTH AVE + WOOD ST,20856,20:54:00,68,7.991499620962632,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 20:12:00,2023-01-01 20:54:00,0 days 00:42:00,42.0,0.7
2112,12709080,183364908.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,21:14:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,21:53:00,68,8.092435408304025,1,FIFTH AVE + WOOD ST,20856,2023-01-01 21:14:00,2023-01-01 21:53:00,0 days 00:39:00,39.0,0.65
2113,2792080,183364908.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,21:53:00,1,FIFTH AVE + WOOD ST,20856,22:32:00,67,7.494364149278586,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 21:53:00,2023-01-01 22:32:00,0 days 00:39:00,39.0,0.65
2114,12014080,183364908.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,22:50:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,23:23:00,68,8.092435408304025,1,FIFTH AVE + WOOD ST,20856,2023-01-01 22:50:00,2023-01-01 23:23:00,0 days 00:33:00,33.0,0.55
2115,7382080,183364908.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,23:23:00,1,FIFTH AVE + WOOD ST,20856,23:56:00,67,7.494364149278586,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 23:23:00,2023-01-01 23:56:00,0 days 00:33:00,33.0,0.55
2116,4817080,183365008.0,67,INBOUND-DOWNTOWN,18:45:00,1,BOYCE CAMPUS EAST PKG LOT + STEPS,13496,20:00:00,114,20.229354890824812,1,STANWIX ST + FOURTH AVE,20,2023-01-01 18:45:00,2023-01-01 20:00:00,0 days 01:15:00,75.0,1.25
2117,1480080,183365008.0,67,OUTBOUND-BEACON HILL,20:00:00,1,STANWIX ST + FOURTH AVE,20,20:33:00,56,8.73391576671182,1,WM PENN HWY + GRAHAM,7905,2023-01-01 20:00:00,2023-01-01 20:33:00,0 days 00:33:00,33.0,0.55
2118,9162080,183365108.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,24:20:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,24:53:00,68,8.092435408304025,1,FIFTH AVE + WOOD ST,20856,2023-01-02 00:20:00,2023-01-02 00:53:00,0 days 00:33:00,33.0,0.55
2119,13080,183365108.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,24:53:00,1,FIFTH AVE + WOOD ST,20856,25:26:00,67,7.494364149278586,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-02 00:53:00,2023-01-02 01:26:00,0 days 00:33:00,33.0,0.55
2120,11435080,183365208.0,67,INBOUND-DOWNTOWN,16:43:00,1,BOYCE CAMPUS EAST PKG LOT + STEPS,13496,18:00:00,114,20.229354890824812,1,STANWIX ST + FOURTH AVE,20,2023-01-01 16:43:00,2023-01-01 18:00:00,0 days 01:17:00,77.0,1.2833333333333334
2121,1203080,183365208.0,67,OUTBOUND-CCAC BOYCE,18:00:00,1,STANWIX ST + FOURTH AVE,20,19:12:00,93,19.913964730883468,1,BOYCE CAMPUS EAST PKG LOT + STEPS,13496,2023-01-01 18:00:00,2023-01-01 19:12:00,0 days 01:12:00,72.0,1.2
2122,5485080,183365308.0,88,INBOUND-DOWNTOWN,19:50:00,1,FIFTH AVE + MCPHERSON FS,8308,20:15:00,35,5.870940882597836,1,7TH ST + PENN AVE,20182,2023-01-01 19:50:00,2023-01-01 20:15:00,0 days 00:25:00,25.0,0.4166666666666667
2123,7241080,183365308.0,88,OUTBOUND-BAKERY SQUARE,20:15:00,1,7TH ST + PENN AVE,20182,20:39:00,38,5.7427081909354145,1,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 20:15:00,2023-01-01 20:39:00,0 days 00:24:00,24.0,0.4
2124,6105080,183365308.0,88,INBOUND-DOWNTOWN,21:00:00,1,FIFTH AVE + MCPHERSON FS,8308,21:25:00,35,5.870940882597836,1,7TH ST + PENN AVE,20182,2023-01-01 21:00:00,2023-01-01 21:25:00,0 days 00:25:00,25.0,0.4166666666666667
2125,4611080,183365308.0,88,OUTBOUND-BAKERY SQUARE,21:25:00,1,7TH ST + PENN AVE,20182,21:49:00,38,5.7427081909354145,1,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 21:25:00,2023-01-01 21:49:00,0 days 00:24:00,24.0,0.4
2126,8134080,183365408.0,88,INBOUND-DOWNTOWN,22:10:00,1,FIFTH AVE + MCPHERSON FS,8308,22:35:00,35,5.870940882597836,1,7TH ST + PENN AVE,20182,2023-01-01 22:10:00,2023-01-01 22:35:00,0 days 00:25:00,25.0,0.4166666666666667
2127,12953080,183365408.0,88,OUTBOUND-BAKERY SQUARE,22:35:00,1,7TH ST + PENN AVE,20182,22:59:00,38,5.7427081909354145,1,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 22:35:00,2023-01-01 22:59:00,0 days 00:24:00,24.0,0.4
2128,11445080,183365408.0,88,INBOUND-DOWNTOWN,23:20:00,1,FIFTH AVE + MCPHERSON FS,8308,23:45:00,35,5.870940882597836,1,7TH ST + PENN AVE,20182,2023-01-01 23:20:00,2023-01-01 23:45:00,0 days 00:25:00,25.0,0.4166666666666667
2129,1282080,183365408.0,88,OUTBOUND-BAKERY SQUARE,23:45:00,1,7TH ST + PENN AVE,20182,24:09:00,38,5.7427081909354145,1,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 23:45:00,2023-01-02 00:09:00,0 days 00:24:00,24.0,0.4
2130,9258080,183365508.0,75,INBOUND-SOUTH SIDE WORKS,12:38:00,1,OLD FREEPORT TERMINUS + FREEPORT,3302,13:33:00,76,11.48699466862192,1,SIDNEY ST + SARAH ST,21623,2023-01-01 12:38:00,2023-01-01 13:33:00,0 days 00:55:00,55.0,0.9166666666666666
2131,8020080,183365508.0,75,OUTBOUND-MORNINGSIDE-WATERWORKS,13:45:00,1,SARAH ST + E CARSON ST,21624,14:37:00,71,11.221469670796724,1,OLD FREEPORT TERMINUS + FREEPORT,3302,2023-01-01 13:45:00,2023-01-01 14:37:00,0 days 00:52:00,52.0,0.8666666666666667
2132,12898080,183365608.0,86,INBOUND-DOWNTOWN,07:58:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,08:40:00,75,8.806709582810345,1,7TH ST + PENN AVE,20182,2023-01-01 07:58:00,2023-01-01 08:40:00,0 days 00:42:00,42.0,0.7
2133,1926080,183365608.0,86,OUTBOUND-WILKINSBURG,08:40:00,1,7TH ST + PENN AVE,20182,09:20:00,72,8.57752246262443,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 08:40:00,2023-01-01 09:20:00,0 days 00:40:00,40.0,0.6666666666666666
2134,7106080,183365608.0,86,INBOUND-DOWNTOWN,09:43:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,10:25:00,75,8.806709582810345,1,7TH ST + PENN AVE,20182,2023-01-01 09:43:00,2023-01-01 10:25:00,0 days 00:42:00,42.0,0.7
2135,3871080,183365608.0,86,OUTBOUND-WILKINSBURG,10:25:00,1,7TH ST + PENN AVE,20182,11:10:00,72,8.57752246262443,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 10:25:00,2023-01-01 11:10:00,0 days 00:45:00,45.0,0.75
2136,10594080,183365608.0,86,INBOUND-DOWNTOWN,11:25:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,12:10:00,75,8.806709582810345,1,7TH ST + PENN AVE,20182,2023-01-01 11:25:00,2023-01-01 12:10:00,0 days 00:45:00,45.0,0.75
2137,8737080,183365608.0,86,OUTBOUND-WILKINSBURG,12:10:00,1,7TH ST + PENN AVE,20182,12:55:00,72,8.57752246262443,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 12:10:00,2023-01-01 12:55:00,0 days 00:45:00,45.0,0.75
2138,5156080,183365708.0,75,INBOUND-SOUTH SIDE WORKS,14:53:00,1,OLD FREEPORT TERMINUS + FREEPORT,3302,15:48:00,76,11.48699466862192,1,SIDNEY ST + SARAH ST,21623,2023-01-01 14:53:00,2023-01-01 15:48:00,0 days 00:55:00,55.0,0.9166666666666666
2139,1623080,183365708.0,75,OUTBOUND-MORNINGSIDE-WATERWORKS,16:00:00,1,SARAH ST + E CARSON ST,21624,16:52:00,71,11.221469670796724,1,OLD FREEPORT TERMINUS + FREEPORT,3302,2023-01-01 16:00:00,2023-01-01 16:52:00,0 days 00:52:00,52.0,0.8666666666666667
2140,8610080,183365708.0,75,INBOUND-SOUTH SIDE WORKS,17:03:00,1,OLD FREEPORT TERMINUS + FREEPORT,3302,17:58:00,76,11.48699466862192,1,SIDNEY ST + SARAH ST,21623,2023-01-01 17:03:00,2023-01-01 17:58:00,0 days 00:55:00,55.0,0.9166666666666666
2141,456080,183365708.0,75,OUTBOUND-MORNINGSIDE-WATERWORKS,18:10:00,1,SARAH ST + E CARSON ST,21624,18:56:00,71,11.221469670796724,1,OLD FREEPORT TERMINUS + FREEPORT,3302,2023-01-01 18:10:00,2023-01-01 18:56:00,0 days 00:46:00,46.0,0.7666666666666667
2142,12511080,183365808.0,71A,INBOUND-DOWNTOWN,07:19:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,07:50:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 07:19:00,2023-01-01 07:50:00,0 days 00:31:00,31.0,0.5166666666666667
2143,4582080,183365808.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,07:50:00,1,FIFTH AVE + WOOD ST,20856,08:21:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 07:50:00,2023-01-01 08:21:00,0 days 00:31:00,31.0,0.5166666666666667
2144,13855080,183365808.0,71A,INBOUND-DOWNTOWN,08:42:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,09:20:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 08:42:00,2023-01-01 09:20:00,0 days 00:38:00,38.0,0.6333333333333333
2145,384080,183365808.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,09:20:00,1,FIFTH AVE + WOOD ST,20856,09:54:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 09:20:00,2023-01-01 09:54:00,0 days 00:34:00,34.0,0.5666666666666667
2146,5131080,183365808.0,71A,INBOUND-DOWNTOWN,10:12:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,10:50:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 10:12:00,2023-01-01 10:50:00,0 days 00:38:00,38.0,0.6333333333333333
2147,11420080,183365808.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,10:50:00,1,FIFTH AVE + WOOD ST,20856,11:24:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 10:50:00,2023-01-01 11:24:00,0 days 00:34:00,34.0,0.5666666666666667
2148,10334080,183365908.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,12:31:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,13:15:00,68,8.092435408304025,1,FIFTH AVE + WOOD ST,20856,2023-01-01 12:31:00,2023-01-01 13:15:00,0 days 00:44:00,44.0,0.7333333333333333
2149,10618080,183365908.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,13:15:00,1,FIFTH AVE + WOOD ST,20856,13:56:00,67,7.494364149278586,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 13:15:00,2023-01-01 13:56:00,0 days 00:41:00,41.0,0.6833333333333333
2150,5082080,183366008.0,71C,INBOUND-DOWNTOWN,14:18:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,15:09:00,72,8.85656231747176,1,FIFTH AVE + WOOD ST,20856,2023-01-01 14:18:00,2023-01-01 15:09:00,0 days 00:51:00,51.0,0.85
2151,8772080,183366008.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,15:09:00,1,FIFTH AVE + WOOD ST,20856,15:57:00,68,7.991499620962632,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 15:09:00,2023-01-01 15:57:00,0 days 00:48:00,48.0,0.8
2152,3202080,183366108.0,71A,INBOUND-DOWNTOWN,11:41:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,12:20:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 11:41:00,2023-01-01 12:20:00,0 days 00:39:00,39.0,0.65
2153,10792080,183366108.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,12:20:00,1,FIFTH AVE + WOOD ST,20856,13:00:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 12:20:00,2023-01-01 13:00:00,0 days 00:40:00,40.0,0.6666666666666666
2154,11228080,183366108.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,13:33:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,14:17:00,68,8.092435408304025,1,FIFTH AVE + WOOD ST,20856,2023-01-01 13:33:00,2023-01-01 14:17:00,0 days 00:44:00,44.0,0.7333333333333333
2155,8149080,183366108.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,14:17:00,1,FIFTH AVE + WOOD ST,20856,14:58:00,67,7.494364149278586,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 14:17:00,2023-01-01 14:58:00,0 days 00:41:00,41.0,0.6833333333333333
2156,11002080,183366208.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,14:33:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,15:17:00,68,8.092435408304025,1,FIFTH AVE + WOOD ST,20856,2023-01-01 14:33:00,2023-01-01 15:17:00,0 days 00:44:00,44.0,0.7333333333333333
2157,7616080,183366208.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,15:17:00,1,FIFTH AVE + WOOD ST,20856,15:59:00,67,7.494364149278586,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 15:17:00,2023-01-01 15:59:00,0 days 00:42:00,42.0,0.7
2158,3527080,183366208.0,88,INBOUND-DOWNTOWN,16:15:00,1,FIFTH AVE + MCPHERSON FS,8308,16:45:00,35,5.870940882597836,1,7TH ST + PENN AVE,20182,2023-01-01 16:15:00,2023-01-01 16:45:00,0 days 00:30:00,30.0,0.5
2159,12627080,183366208.0,88,OUTBOUND-BAKERY SQUARE,16:45:00,1,7TH ST + PENN AVE,20182,17:13:00,38,5.7427081909354145,1,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 16:45:00,2023-01-01 17:13:00,0 days 00:28:00,28.0,0.4666666666666667
2160,12929080,183366308.0,71C,INBOUND-DOWNTOWN,16:21:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,17:12:00,72,8.85656231747176,1,FIFTH AVE + WOOD ST,20856,2023-01-01 16:21:00,2023-01-01 17:12:00,0 days 00:51:00,51.0,0.85
2161,6624080,183366308.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,17:12:00,1,FIFTH AVE + WOOD ST,20856,18:00:00,68,7.991499620962632,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 17:12:00,2023-01-01 18:00:00,0 days 00:48:00,48.0,0.8
2162,10568080,183366308.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,18:14:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,18:53:00,68,8.092435408304025,1,FIFTH AVE + WOOD ST,20856,2023-01-01 18:14:00,2023-01-01 18:53:00,0 days 00:39:00,39.0,0.65
2163,1080,183366308.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,18:53:00,1,FIFTH AVE + WOOD ST,20856,19:32:00,67,7.494364149278586,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 18:53:00,2023-01-01 19:32:00,0 days 00:39:00,39.0,0.65
2164,2397080,183366308.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,19:44:00,1,EAST BUSWAY + WILKINSBURG STATION B,16111,20:23:00,68,8.092435408304025,1,FIFTH AVE + WOOD ST,20856,2023-01-01 19:44:00,2023-01-01 20:23:00,0 days 00:39:00,39.0,0.65
2165,13711080,183366308.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,20:23:00,1,FIFTH AVE + WOOD ST,20856,21:02:00,67,7.494364149278586,1,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 20:23:00,2023-01-01 21:02:00,0 days 00:39:00,39.0,0.65
2166,6035080,183366408.0,71A,INBOUND-DOWNTOWN,08:04:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,08:35:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 08:04:00,2023-01-01 08:35:00,0 days 00:31:00,31.0,0.5166666666666667
2167,8281080,183366408.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,08:35:00,1,FIFTH AVE + WOOD ST,20856,09:06:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 08:35:00,2023-01-01 09:06:00,0 days 00:31:00,31.0,0.5166666666666667
2168,547080,183366408.0,71A,INBOUND-DOWNTOWN,09:27:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,10:05:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 09:27:00,2023-01-01 10:05:00,0 days 00:38:00,38.0,0.6333333333333333
2169,6274080,183366408.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,10:05:00,1,FIFTH AVE + WOOD ST,20856,10:39:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 10:05:00,2023-01-01 10:39:00,0 days 00:34:00,34.0,0.5666666666666667
2170,2679080,183366408.0,71A,INBOUND-DOWNTOWN,10:56:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,11:35:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 10:56:00,2023-01-01 11:35:00,0 days 00:39:00,39.0,0.65
2171,7701080,183366408.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,11:35:00,1,FIFTH AVE + WOOD ST,20856,12:15:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 11:35:00,2023-01-01 12:15:00,0 days 00:40:00,40.0,0.6666666666666666
2172,3319080,183366508.0,82,INBOUND-DOWNTOWN,13:39:00,1,LINCOLN AVE + LINCOLN LOOP,8812,14:20:00,71,7.317490399791219,1,LIBERTY AVE + MARKET ST,22296,2023-01-01 13:39:00,2023-01-01 14:20:00,0 days 00:41:00,41.0,0.6833333333333333
2173,12217080,183366508.0,82,OUTBOUND-LINCOLN,14:20:00,1,LIBERTY AVE + MARKET ST,22296,14:58:00,67,7.40932929026806,1,LINCOLN AVE + LINCOLN LOOP,8812,2023-01-01 14:20:00,2023-01-01 14:58:00,0 days 00:38:00,38.0,0.6333333333333333
2174,10057080,183366608.0,75,INBOUND-SOUTH SIDE WORKS,15:38:00,1,OLD FREEPORT TERMINUS + FREEPORT,3302,16:33:00,76,11.48699466862192,1,SIDNEY ST + SARAH ST,21623,2023-01-01 15:38:00,2023-01-01 16:33:00,0 days 00:55:00,55.0,0.9166666666666666
2175,5101080,183366608.0,75,OUTBOUND-MORNINGSIDE-WATERWORKS,16:45:00,1,SARAH ST + E CARSON ST,21624,17:37:00,71,11.221469670796724,1,OLD FREEPORT TERMINUS + FREEPORT,3302,2023-01-01 16:45:00,2023-01-01 17:37:00,0 days 00:52:00,52.0,0.8666666666666667
2176,10733080,183366708.0,71A,INBOUND-DOWNTOWN,12:45:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,13:24:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 12:45:00,2023-01-01 13:24:00,0 days 00:39:00,39.0,0.65
2177,7225080,183366708.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,13:24:00,1,FIFTH AVE + WOOD ST,20856,14:04:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 13:24:00,2023-01-01 14:04:00,0 days 00:40:00,40.0,0.6666666666666666
2178,12750080,183366708.0,71A,INBOUND-DOWNTOWN,14:15:00,1,ST CLAIR ST + BUNKER HILL APTS,3118,14:54:00,60,6.64816011532678,1,FIFTH AVE + WOOD ST,20856,2023-01-01 14:15:00,2023-01-01 14:54:00,0 days 00:39:00,39.0,0.65
2179,10677080,183366708.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,14:54:00,1,FIFTH AVE + WOOD ST,20856,15:34:00,61,6.447270309567898,1,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 14:54:00,2023-01-01 15:34:00,0 days 00:40:00,40.0,0.6666666666666666
2180,7890080,183366808.0,82,INBOUND-DOWNTOWN,15:09:00,1,LINCOLN AVE + LINCOLN LOOP,8812,15:50:00,71,7.317490399791219,1,LIBERTY AVE + MARKET ST,22296,2023-01-01 15:09:00,2023-01-01 15:50:00,0 days 00:41:00,41.0,0.6833333333333333
2181,5398080,183366808.0,82,OUTBOUND-LINCOLN,15:50:00,1,LIBERTY AVE + MARKET ST,22296,16:28:00,66,7.365087551418594,1,LINCOLN AVE + VERONA,16596,2023-01-01 15:50:00,2023-01-01 16:28:00,0 days 00:38:00,38.0,0.6333333333333333
2182,12693080,183366808.0,82,INBOUND-DOWNTOWN,16:39:00,1,LINCOLN AVE + LINCOLN LOOP,8812,17:20:00,71,7.317490399791219,1,LIBERTY AVE + MARKET ST,22296,2023-01-01 16:39:00,2023-01-01 17:20:00,0 days 00:41:00,41.0,0.6833333333333333
2183,8478080,183366808.0,82,OUTBOUND-LINCOLN,17:20:00,1,LIBERTY AVE + MARKET ST,22296,17:58:00,67,7.40932929026806,1,LINCOLN AVE + LINCOLN LOOP,8812,2023-01-01 17:20:00,2023-01-01 17:58:00,0 days 00:38:00,38.0,0.6333333333333333
2184,7658080,183366808.0,82,INBOUND-DOWNTOWN,18:13:00,1,LINCOLN AVE + LINCOLN LOOP,8812,18:50:00,71,7.317490399791219,1,LIBERTY AVE + MARKET ST,22296,2023-01-01 18:13:00,2023-01-01 18:50:00,0 days 00:37:00,37.0,0.6166666666666667
2185,2088080,183366808.0,82,OUTBOUND-LINCOLN,18:50:00,1,LIBERTY AVE + MARKET ST,22296,19:25:00,66,7.365087551418594,1,LINCOLN AVE + VERONA,16596,2023-01-01 18:50:00,2023-01-01 19:25:00,0 days 00:35:00,35.0,0.5833333333333334
2186,5116080,183366908.0,75,INBOUND-SOUTH SIDE WORKS,17:49:00,1,OLD FREEPORT TERMINUS + FREEPORT,3302,18:38:00,76,11.48699466862192,1,SIDNEY ST + SARAH ST,21623,2023-01-01 17:49:00,2023-01-01 18:38:00,0 days 00:49:00,49.0,0.8166666666666667
2187,3332080,183366908.0,75,OUTBOUND-MORNINGSIDE-WATERWORKS,18:50:00,1,SARAH ST + E CARSON ST,21624,19:36:00,71,11.221469670796724,1,OLD FREEPORT TERMINUS + FREEPORT,3302,2023-01-01 18:50:00,2023-01-01 19:36:00,0 days 00:46:00,46.0,0.7666666666666667
2188,6269080,183366908.0,75,INBOUND-SOUTH SIDE WORKS,19:52:00,1,OLD FREEPORT TERMINUS + FREEPORT,3302,20:38:00,76,11.48699466862192,1,SIDNEY ST + SARAH ST,21623,2023-01-01 19:52:00,2023-01-01 20:38:00,0 days 00:46:00,46.0,0.7666666666666667
2189,1729080,183366908.0,75,OUTBOUND-MORNINGSIDE-WATERWORKS,20:50:00,1,SARAH ST + E CARSON ST,21624,21:32:00,71,11.221469670796724,1,OLD FREEPORT TERMINUS + FREEPORT,3302,2023-01-01 20:50:00,2023-01-01 21:32:00,0 days 00:42:00,42.0,0.7
2190,1655080,183367008.0,89,OUTBOUND-GARFIELD COMMONS,11:57:00,1,S. BEATTY ST + PENN NS,11092,12:16:00,31,3.442355251220998,1,PENN AVE + ATLANTIC,9176,2023-01-01 11:57:00,2023-01-01 12:16:00,0 days 00:19:00,19.0,0.3166666666666666
