,trip_id,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
1326,7682010,183343801.0,P1,INBOUND-DOWNTOWN,15:23:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,15:43:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 15:23:00,2023-01-01 15:43:00,0 days 00:20:00,20.0,0.3333333333333333
1327,8292010,183343801.0,P1,OUTBOUND-SWISSVALE,15:43:00,2,LIBERTY AVE + 10TH ST NS,7279,16:08:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 15:43:00,2023-01-01 16:08:00,0 days 00:25:00,25.0,0.4166666666666667
1328,2395010,183343801.0,P1,INBOUND-DOWNTOWN,16:23:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,16:43:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 16:23:00,2023-01-01 16:43:00,0 days 00:20:00,20.0,0.3333333333333333
1329,11337010,183343801.0,P1,OUTBOUND-SWISSVALE,16:43:00,2,LIBERTY AVE + 10TH ST NS,7279,17:08:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 16:43:00,2023-01-01 17:08:00,0 days 00:25:00,25.0,0.4166666666666667
1330,8373010,183343801.0,P1,INBOUND-DOWNTOWN,17:23:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,17:43:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 17:23:00,2023-01-01 17:43:00,0 days 00:20:00,20.0,0.3333333333333333
1331,10501010,183343801.0,P1,OUTBOUND-SWISSVALE,17:43:00,2,LIBERTY AVE + 10TH ST NS,7279,18:08:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 17:43:00,2023-01-01 18:08:00,0 days 00:25:00,25.0,0.4166666666666667
1332,3013010,183343901.0,86,INBOUND-DOWNTOWN,06:18:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,06:55:00,75,8.806709582810345,2,7TH ST + PENN AVE,20182,2023-01-01 06:18:00,2023-01-01 06:55:00,0 days 00:37:00,37.0,0.6166666666666667
1333,8371010,183343901.0,86,OUTBOUND-WILKINSBURG,06:55:00,2,7TH ST + PENN AVE,20182,07:35:00,72,8.57752246262443,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 06:55:00,2023-01-01 07:35:00,0 days 00:40:00,40.0,0.6666666666666666
1334,1194010,183344001.0,88,INBOUND-DOWNTOWN,06:25:00,2,FIFTH AVE + MCPHERSON FS,8308,06:50:00,35,5.870940882597836,2,7TH ST + PENN AVE,20182,2023-01-01 06:25:00,2023-01-01 06:50:00,0 days 00:25:00,25.0,0.4166666666666667
1335,2242010,183344001.0,88,OUTBOUND-BAKERY SQUARE,06:50:00,2,7TH ST + PENN AVE,20182,07:14:00,38,5.7427081909354145,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 06:50:00,2023-01-01 07:14:00,0 days 00:24:00,24.0,0.4
1336,10184010,183344001.0,88,INBOUND-DOWNTOWN,07:35:00,2,FIFTH AVE + MCPHERSON FS,8308,08:00:00,35,5.870940882597836,2,7TH ST + PENN AVE,20182,2023-01-01 07:35:00,2023-01-01 08:00:00,0 days 00:25:00,25.0,0.4166666666666667
1337,7114010,183344001.0,88,OUTBOUND-BAKERY SQUARE,08:00:00,2,7TH ST + PENN AVE,20182,08:24:00,38,5.7427081909354145,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 08:00:00,2023-01-01 08:24:00,0 days 00:24:00,24.0,0.4
1338,12144010,183344101.0,71C,INBOUND-DOWNTOWN,06:49:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,07:27:00,72,8.85656231747176,2,FIFTH AVE + WOOD ST,20856,2023-01-01 06:49:00,2023-01-01 07:27:00,0 days 00:38:00,38.0,0.6333333333333333
1339,979010,183344101.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,07:27:00,2,FIFTH AVE + WOOD ST,20856,08:04:00,68,7.991499620962632,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 07:27:00,2023-01-01 08:04:00,0 days 00:37:00,37.0,0.6166666666666667
1340,1091010,183344101.0,71C,INBOUND-DOWNTOWN,08:16:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,08:54:00,72,8.85656231747176,2,FIFTH AVE + WOOD ST,20856,2023-01-01 08:16:00,2023-01-01 08:54:00,0 days 00:38:00,38.0,0.6333333333333333
1341,884010,183344101.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,08:54:00,2,FIFTH AVE + WOOD ST,20856,09:31:00,68,7.991499620962632,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 08:54:00,2023-01-01 09:31:00,0 days 00:37:00,37.0,0.6166666666666667
1342,5483010,183344101.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,09:57:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,10:38:00,68,8.092435408304025,2,FIFTH AVE + WOOD ST,20856,2023-01-01 09:57:00,2023-01-01 10:38:00,0 days 00:41:00,41.0,0.6833333333333333
1343,13430010,183344101.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,10:38:00,2,FIFTH AVE + WOOD ST,20856,11:16:00,67,7.494364149278586,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 10:38:00,2023-01-01 11:16:00,0 days 00:38:00,38.0,0.6333333333333333
1344,7116010,183344201.0,71C,INBOUND-DOWNTOWN,08:54:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,09:42:00,72,8.85656231747176,2,FIFTH AVE + WOOD ST,20856,2023-01-01 08:54:00,2023-01-01 09:42:00,0 days 00:48:00,48.0,0.8
1345,5344010,183344201.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,09:42:00,2,FIFTH AVE + WOOD ST,20856,10:24:00,68,7.991499620962632,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 09:42:00,2023-01-01 10:24:00,0 days 00:42:00,42.0,0.7
1346,6117010,183344201.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,10:39:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,11:23:00,68,8.092435408304025,2,FIFTH AVE + WOOD ST,20856,2023-01-01 10:39:00,2023-01-01 11:23:00,0 days 00:44:00,44.0,0.7333333333333333
1347,532010,183344201.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,11:23:00,2,FIFTH AVE + WOOD ST,20856,12:04:00,67,7.494364149278586,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 11:23:00,2023-01-01 12:04:00,0 days 00:41:00,41.0,0.6833333333333333
1348,11630010,183344301.0,P1,INBOUND-DOWNTOWN,09:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,09:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 09:03:00,2023-01-01 09:23:00,0 days 00:20:00,20.0,0.3333333333333333
1349,12274010,183344301.0,P1,OUTBOUND-SWISSVALE,09:23:00,2,LIBERTY AVE + 10TH ST NS,7279,09:46:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 09:23:00,2023-01-01 09:46:00,0 days 00:23:00,23.0,0.3833333333333333
1350,3428010,183344301.0,P1,INBOUND-DOWNTOWN,10:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,10:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 10:03:00,2023-01-01 10:23:00,0 days 00:20:00,20.0,0.3333333333333333
1351,12657010,183344301.0,P1,OUTBOUND-SWISSVALE,10:23:00,2,LIBERTY AVE + 10TH ST NS,7279,10:46:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 10:23:00,2023-01-01 10:46:00,0 days 00:23:00,23.0,0.3833333333333333
1352,8807010,183344301.0,P1,INBOUND-DOWNTOWN,11:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,11:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 11:03:00,2023-01-01 11:23:00,0 days 00:20:00,20.0,0.3333333333333333
1353,10449010,183344301.0,P1,OUTBOUND-SWISSVALE,11:23:00,2,LIBERTY AVE + 10TH ST NS,7279,11:46:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 11:23:00,2023-01-01 11:46:00,0 days 00:23:00,23.0,0.3833333333333333
1354,7182010,183344301.0,P1,INBOUND-DOWNTOWN,12:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,12:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 12:03:00,2023-01-01 12:23:00,0 days 00:20:00,20.0,0.3333333333333333
1355,7064010,183344301.0,P1,OUTBOUND-SWISSVALE,12:23:00,2,LIBERTY AVE + 10TH ST NS,7279,12:46:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 12:23:00,2023-01-01 12:46:00,0 days 00:23:00,23.0,0.3833333333333333
1356,8817010,183344301.0,P1,INBOUND-DOWNTOWN,13:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,13:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 13:03:00,2023-01-01 13:23:00,0 days 00:20:00,20.0,0.3333333333333333
1357,165010,183344301.0,P1,OUTBOUND-SWISSVALE,13:23:00,2,LIBERTY AVE + 10TH ST NS,7279,13:46:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 13:23:00,2023-01-01 13:46:00,0 days 00:23:00,23.0,0.3833333333333333
1358,771010,183344301.0,P1,INBOUND-DOWNTOWN,14:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,14:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 14:03:00,2023-01-01 14:23:00,0 days 00:20:00,20.0,0.3333333333333333
1359,2808010,183344301.0,P1,OUTBOUND-SWISSVALE,14:23:00,2,LIBERTY AVE + 10TH ST NS,7279,14:48:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 14:23:00,2023-01-01 14:48:00,0 days 00:25:00,25.0,0.4166666666666667
1360,7102010,183344301.0,P1,INBOUND-DOWNTOWN,15:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,15:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 15:03:00,2023-01-01 15:23:00,0 days 00:20:00,20.0,0.3333333333333333
1361,8609010,183344301.0,P1,OUTBOUND-SWISSVALE,15:23:00,2,LIBERTY AVE + 10TH ST NS,7279,15:48:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 15:23:00,2023-01-01 15:48:00,0 days 00:25:00,25.0,0.4166666666666667
1362,13675010,183344301.0,P1,INBOUND-DOWNTOWN,16:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,16:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 16:03:00,2023-01-01 16:23:00,0 days 00:20:00,20.0,0.3333333333333333
1363,6426010,183344301.0,P1,OUTBOUND-SWISSVALE,16:23:00,2,LIBERTY AVE + 10TH ST NS,7279,16:48:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 16:23:00,2023-01-01 16:48:00,0 days 00:25:00,25.0,0.4166666666666667
1364,7408010,183344301.0,P1,INBOUND-DOWNTOWN,17:03:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,17:23:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 17:03:00,2023-01-01 17:23:00,0 days 00:20:00,20.0,0.3333333333333333
1365,2868010,183344301.0,P1,OUTBOUND-SWISSVALE,17:23:00,2,LIBERTY AVE + 10TH ST NS,7279,17:48:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 17:23:00,2023-01-01 17:48:00,0 days 00:25:00,25.0,0.4166666666666667
1366,11460010,183344301.0,P1,INBOUND-DOWNTOWN,18:13:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,18:33:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 18:13:00,2023-01-01 18:33:00,0 days 00:20:00,20.0,0.3333333333333333
1367,2668010,183344301.0,P1,OUTBOUND-SWISSVALE,18:33:00,2,LIBERTY AVE + 10TH ST NS,7279,18:58:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 18:33:00,2023-01-01 18:58:00,0 days 00:25:00,25.0,0.4166666666666667
1368,5662010,183344301.0,P1,INBOUND-DOWNTOWN,19:14:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,19:33:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 19:14:00,2023-01-01 19:33:00,0 days 00:19:00,19.0,0.3166666666666666
1369,13431010,183344301.0,P1,OUTBOUND-SWISSVALE,19:33:00,2,LIBERTY AVE + 10TH ST NS,7279,19:58:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 19:33:00,2023-01-01 19:58:00,0 days 00:25:00,25.0,0.4166666666666667
1370,1848010,183344301.0,P1,INBOUND-DOWNTOWN,20:14:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,20:33:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 20:14:00,2023-01-01 20:33:00,0 days 00:19:00,19.0,0.3166666666666666
1371,807010,183344301.0,P1,OUTBOUND-SWISSVALE,20:33:00,2,LIBERTY AVE + 10TH ST NS,7279,20:58:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 20:33:00,2023-01-01 20:58:00,0 days 00:25:00,25.0,0.4166666666666667
1372,7704010,183344301.0,P1,INBOUND-DOWNTOWN,21:14:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,21:33:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 21:14:00,2023-01-01 21:33:00,0 days 00:19:00,19.0,0.3166666666666666
1373,4043010,183344301.0,P1,OUTBOUND-SWISSVALE,21:33:00,2,LIBERTY AVE + 10TH ST NS,7279,21:58:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 21:33:00,2023-01-01 21:58:00,0 days 00:25:00,25.0,0.4166666666666667
1374,12743010,183344301.0,P1,INBOUND-DOWNTOWN,22:14:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,22:33:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 22:14:00,2023-01-01 22:33:00,0 days 00:19:00,19.0,0.3166666666666666
1375,723010,183344301.0,P1,OUTBOUND-SWISSVALE,22:33:00,2,LIBERTY AVE + 10TH ST NS,7279,22:56:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 22:33:00,2023-01-01 22:56:00,0 days 00:23:00,23.0,0.3833333333333333
1376,4059010,183344301.0,P1,INBOUND-DOWNTOWN,23:14:00,2,EAST BUSWASY + SWISSVALE STATION A,16063,23:33:00,11,8.988131780729988,2,LIBERTY AVE + 10TH ST NS,7279,2023-01-01 23:14:00,2023-01-01 23:33:00,0 days 00:19:00,19.0,0.3166666666666666
1377,12649010,183344301.0,P1,OUTBOUND-SWISSVALE,23:33:00,2,LIBERTY AVE + 10TH ST NS,7279,23:56:00,14,9.600320628332112,2,EAST BUSWASY + SWISSVALE STATION A,16063,2023-01-01 23:33:00,2023-01-01 23:56:00,0 days 00:23:00,23.0,0.3833333333333333
1378,9655010,183344401.0,71D,INBOUND-DOWNTOWN VIA OAKLAND,12:03:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,12:47:00,68,8.092435408304025,2,FIFTH AVE + WOOD ST,20856,2023-01-01 12:03:00,2023-01-01 12:47:00,0 days 00:44:00,44.0,0.7333333333333333
1379,6323010,183344401.0,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,12:47:00,2,FIFTH AVE + WOOD ST,20856,13:28:00,67,7.494364149278586,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 12:47:00,2023-01-01 13:28:00,0 days 00:41:00,41.0,0.6833333333333333
1380,980010,183344501.0,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,12:13:00,2,FIFTH AVE + MCPHERSON FS,8308,13:16:00,40,27.660500577876647,2,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,2023-01-01 12:13:00,2023-01-01 13:16:00,0 days 01:03:00,63.0,1.05
1381,11408010,183344501.0,28X,INBOUND-DOWNTOWN,13:30:00,2,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,14:36:00,41,27.530782805373633,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 13:30:00,2023-01-01 14:36:00,0 days 01:06:00,66.0,1.1
1382,11537010,183344501.0,88,INBOUND-DOWNTOWN,15:05:00,2,FIFTH AVE + MCPHERSON FS,8308,15:35:00,35,5.870940882597836,2,7TH ST + PENN AVE,20182,2023-01-01 15:05:00,2023-01-01 15:35:00,0 days 00:30:00,30.0,0.5
1383,3186010,183344501.0,88,OUTBOUND-BAKERY SQUARE,15:35:00,2,7TH ST + PENN AVE,20182,16:03:00,38,5.7427081909354145,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 15:35:00,2023-01-01 16:03:00,0 days 00:28:00,28.0,0.4666666666666667
1384,3766010,183344601.0,71A,INBOUND-DOWNTOWN,12:15:00,2,ST CLAIR ST + BUNKER HILL APTS,3118,12:54:00,60,6.64816011532678,2,FIFTH AVE + WOOD ST,20856,2023-01-01 12:15:00,2023-01-01 12:54:00,0 days 00:39:00,39.0,0.65
1385,1484010,183344601.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,12:54:00,2,FIFTH AVE + WOOD ST,20856,13:34:00,61,6.447270309567898,2,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 12:54:00,2023-01-01 13:34:00,0 days 00:40:00,40.0,0.6666666666666666
1386,8285010,183344601.0,71A,INBOUND-DOWNTOWN,13:45:00,2,ST CLAIR ST + BUNKER HILL APTS,3118,14:24:00,60,6.64816011532678,2,FIFTH AVE + WOOD ST,20856,2023-01-01 13:45:00,2023-01-01 14:24:00,0 days 00:39:00,39.0,0.65
1387,8850010,183344601.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,14:24:00,2,FIFTH AVE + WOOD ST,20856,15:04:00,61,6.447270309567898,2,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 14:24:00,2023-01-01 15:04:00,0 days 00:40:00,40.0,0.6666666666666666
1388,357010,183344601.0,71A,INBOUND-DOWNTOWN,15:15:00,2,ST CLAIR ST + BUNKER HILL APTS,3118,15:54:00,60,6.64816011532678,2,FIFTH AVE + WOOD ST,20856,2023-01-01 15:15:00,2023-01-01 15:54:00,0 days 00:39:00,39.0,0.65
1389,1633010,183344601.0,71A,OUTBOUND-NEGLEY VIA OAKLAND,15:54:00,2,FIFTH AVE + WOOD ST,20856,16:34:00,61,6.447270309567898,2,ST CLAIR ST + BUNKER HILL APTS,3118,2023-01-01 15:54:00,2023-01-01 16:34:00,0 days 00:40:00,40.0,0.6666666666666666
1390,13725010,183344701.0,71B,INBOUND-DOWNTOWN,12:22:00,2,ST CLAIR ST + BUNKER HILL APTS,3118,13:02:00,60,6.8277865460375065,2,FIFTH AVE + WOOD ST,20856,2023-01-01 12:22:00,2023-01-01 13:02:00,0 days 00:40:00,40.0,0.6666666666666666
1391,585010,183344701.0,71B,OUTBOUND-HIGHLAND PARK,13:02:00,2,FIFTH AVE + WOOD ST,20856,13:40:00,59,6.455453788509576,2,BUNKERHILL ST + ST CLAIR NS,3283,2023-01-01 13:02:00,2023-01-01 13:40:00,0 days 00:38:00,38.0,0.6333333333333333
1392,1530010,183344701.0,71B,INBOUND-DOWNTOWN,13:52:00,2,ST CLAIR ST + BUNKER HILL APTS,3118,14:32:00,60,6.8277865460375065,2,FIFTH AVE + WOOD ST,20856,2023-01-01 13:52:00,2023-01-01 14:32:00,0 days 00:40:00,40.0,0.6666666666666666
1393,872010,183344701.0,71B,OUTBOUND-HIGHLAND PARK,14:32:00,2,FIFTH AVE + WOOD ST,20856,15:10:00,59,6.455453788509576,2,BUNKERHILL ST + ST CLAIR NS,3283,2023-01-01 14:32:00,2023-01-01 15:10:00,0 days 00:38:00,38.0,0.6333333333333333
1394,13292010,183344801.0,88,INBOUND-DOWNTOWN,12:45:00,2,FIFTH AVE + MCPHERSON FS,8308,13:15:00,35,5.870940882597836,2,7TH ST + PENN AVE,20182,2023-01-01 12:45:00,2023-01-01 13:15:00,0 days 00:30:00,30.0,0.5
1395,395010,183344801.0,88,OUTBOUND-BAKERY SQUARE,13:15:00,2,7TH ST + PENN AVE,20182,13:43:00,38,5.7427081909354145,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 13:15:00,2023-01-01 13:43:00,0 days 00:28:00,28.0,0.4666666666666667
1396,11585010,183344801.0,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,14:13:00,2,FIFTH AVE + MCPHERSON FS,8308,15:16:00,40,27.660500577876647,2,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,2023-01-01 14:13:00,2023-01-01 15:16:00,0 days 01:03:00,63.0,1.05
1397,7807010,183344801.0,28X,INBOUND-DOWNTOWN,15:30:00,2,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,16:36:00,41,27.530782805373633,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 15:30:00,2023-01-01 16:36:00,0 days 01:06:00,66.0,1.1
1398,4683010,183344901.0,71C,INBOUND-DOWNTOWN,12:48:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,13:39:00,72,8.85656231747176,2,FIFTH AVE + WOOD ST,20856,2023-01-01 12:48:00,2023-01-01 13:39:00,0 days 00:51:00,51.0,0.85
1399,7587010,183344901.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,13:39:00,2,FIFTH AVE + WOOD ST,20856,14:27:00,68,7.991499620962632,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 13:39:00,2023-01-01 14:27:00,0 days 00:48:00,48.0,0.8
1400,10214010,183344901.0,71C,INBOUND-DOWNTOWN,14:48:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,15:39:00,72,8.85656231747176,2,FIFTH AVE + WOOD ST,20856,2023-01-01 14:48:00,2023-01-01 15:39:00,0 days 00:51:00,51.0,0.85
1401,13626010,183344901.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,15:39:00,2,FIFTH AVE + WOOD ST,20856,16:27:00,68,7.991499620962632,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 15:39:00,2023-01-01 16:27:00,0 days 00:48:00,48.0,0.8
1402,10285010,183345001.0,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,08:47:00,2,FIFTH AVE + MCPHERSON FS,8308,09:43:00,40,27.660500577876647,2,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,2023-01-01 08:47:00,2023-01-01 09:43:00,0 days 00:56:00,56.0,0.9333333333333332
1403,3576010,183345001.0,28X,INBOUND-DOWNTOWN,10:00:00,2,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,10:57:00,41,27.530782805373633,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 10:00:00,2023-01-01 10:57:00,0 days 00:57:00,57.0,0.95
1404,13875010,183345101.0,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,05:47:00,2,FIFTH AVE + MCPHERSON FS,8308,06:43:00,40,27.660500577876647,2,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,2023-01-01 05:47:00,2023-01-01 06:43:00,0 days 00:56:00,56.0,0.9333333333333332
1405,3606010,183345101.0,28X,INBOUND-DOWNTOWN,07:00:00,2,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,07:57:00,41,27.530782805373633,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 07:00:00,2023-01-01 07:57:00,0 days 00:57:00,57.0,0.95
1406,1615010,183345101.0,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,08:17:00,2,FIFTH AVE + MCPHERSON FS,8308,09:13:00,40,27.660500577876647,2,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,2023-01-01 08:17:00,2023-01-01 09:13:00,0 days 00:56:00,56.0,0.9333333333333332
1407,13009010,183345101.0,28X,INBOUND-DOWNTOWN,09:30:00,2,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,10:27:00,41,27.530782805373633,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 09:30:00,2023-01-01 10:27:00,0 days 00:57:00,57.0,0.95
1408,1952010,183345201.0,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,10:46:00,2,FIFTH AVE + MCPHERSON FS,8308,11:45:00,40,27.660500577876647,2,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,2023-01-01 10:46:00,2023-01-01 11:45:00,0 days 00:59:00,59.0,0.9833333333333332
1409,1919010,183345201.0,28X,INBOUND-DOWNTOWN,11:59:00,2,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,13:05:00,41,27.530782805373633,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 11:59:00,2023-01-01 13:05:00,0 days 01:06:00,66.0,1.1
1410,204010,183345201.0,88,INBOUND-DOWNTOWN,13:20:00,2,FIFTH AVE + MCPHERSON FS,8308,13:50:00,35,5.870940882597836,2,7TH ST + PENN AVE,20182,2023-01-01 13:20:00,2023-01-01 13:50:00,0 days 00:30:00,30.0,0.5
1411,11596010,183345201.0,88,OUTBOUND-BAKERY SQUARE,13:50:00,2,7TH ST + PENN AVE,20182,14:18:00,38,5.7427081909354145,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 13:50:00,2023-01-01 14:18:00,0 days 00:28:00,28.0,0.4666666666666667
1412,11912010,183345301.0,71C,INBOUND-DOWNTOWN,13:48:00,2,EAST BUSWAY + WILKINSBURG STATION B,16111,14:39:00,72,8.85656231747176,2,FIFTH AVE + WOOD ST,20856,2023-01-01 13:48:00,2023-01-01 14:39:00,0 days 00:51:00,51.0,0.85
1413,9072010,183345301.0,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,14:39:00,2,FIFTH AVE + WOOD ST,20856,15:27:00,68,7.991499620962632,2,EAST BUSWAY + WILKINSBURG STATION D,16118,2023-01-01 14:39:00,2023-01-01 15:27:00,0 days 00:48:00,48.0,0.8
1414,10167010,183345401.0,88,INBOUND-DOWNTOWN,08:45:00,2,FIFTH AVE + MCPHERSON FS,8308,09:10:00,35,5.870940882597836,2,7TH ST + PENN AVE,20182,2023-01-01 08:45:00,2023-01-01 09:10:00,0 days 00:25:00,25.0,0.4166666666666667
1415,11511010,183345401.0,88,OUTBOUND-BAKERY SQUARE,09:10:00,2,7TH ST + PENN AVE,20182,09:34:00,38,5.7427081909354145,2,EAST LIBERTY DRWY + FIFTH FS,16029,2023-01-01 09:10:00,2023-01-01 09:34:00,0 days 00:24:00,24.0,0.4
