,Unnamed: 0,trip_id,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
3549,3549,9763080,183427508,60,OUTBOUND-BOSTON BRIDGE,9:20:00,1,YOUNG ST + YESTER,20840,10:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 9:20,1/1/2023 10:00,0 days 00:40:00,40.0,0.666666667
3550,3550,1531080,183427508,60,INBOUND-CRAWFORD VILLAGE,10:02:00,1,WALNUT ST + LINDEN,10246,10:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 10:02,1/1/2023 10:20,0 days 00:18:00,18.0,0.3
3551,3551,4497080,183427508,60,OUTBOUND-BOSTON BRIDGE,10:20:00,1,YOUNG ST + YESTER,20840,11:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 10:20,1/1/2023 11:00,0 days 00:40:00,40.0,0.666666667
3552,3552,6243080,183427508,60,INBOUND-CRAWFORD VILLAGE,11:02:00,1,WALNUT ST + LINDEN,10246,11:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 11:02,1/1/2023 11:20,0 days 00:18:00,18.0,0.3
3553,3553,6540080,183427508,60,OUTBOUND-BOSTON BRIDGE,11:20:00,1,YOUNG ST + YESTER,20840,12:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 11:20,1/1/2023 12:00,0 days 00:40:00,40.0,0.666666667
3554,3554,98080,183427508,60,INBOUND-CRAWFORD VILLAGE,12:02:00,1,WALNUT ST + LINDEN,10246,12:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 12:02,1/1/2023 12:20,0 days 00:18:00,18.0,0.3
3555,3555,10679080,183427508,60,OUTBOUND-BOSTON BRIDGE,12:20:00,1,YOUNG ST + YESTER,20840,13:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 12:20,1/1/2023 13:00,0 days 00:40:00,40.0,0.666666667
3556,3556,13432080,183427508,60,INBOUND-CRAWFORD VILLAGE,13:02:00,1,WALNUT ST + LINDEN,10246,13:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 13:02,1/1/2023 13:20,0 days 00:18:00,18.0,0.3
3557,3557,4491080,183427508,60,OUTBOUND-BOSTON BRIDGE,13:20:00,1,YOUNG ST + YESTER,20840,14:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 13:20,1/1/2023 14:00,0 days 00:40:00,40.0,0.666666667
3558,3558,14035080,183427508,60,INBOUND-CRAWFORD VILLAGE,14:02:00,1,WALNUT ST + LINDEN,10246,14:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 14:02,1/1/2023 14:20,0 days 00:18:00,18.0,0.3
3559,3559,1587080,183427508,60,OUTBOUND-BOSTON BRIDGE,14:20:00,1,YOUNG ST + YESTER,20840,15:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 14:20,1/1/2023 15:00,0 days 00:40:00,40.0,0.666666667
3560,3560,9221080,183427508,60,INBOUND-CRAWFORD VILLAGE,15:02:00,1,WALNUT ST + LINDEN,10246,15:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 15:02,1/1/2023 15:20,0 days 00:18:00,18.0,0.3
3561,3561,7173080,183427508,60,OUTBOUND-BOSTON BRIDGE,15:20:00,1,YOUNG ST + YESTER,20840,16:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 15:20,1/1/2023 16:00,0 days 00:40:00,40.0,0.666666667
3562,3562,7397080,183427508,60,INBOUND-CRAWFORD VILLAGE,16:02:00,1,WALNUT ST + LINDEN,10246,16:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 16:02,1/1/2023 16:20,0 days 00:18:00,18.0,0.3
