trip,stop,location,time
12541020,8308,TP7010,14.36666667
12926020,8308,TP7010,14.36666667
5583020,8308,TP7010,14.36666667
7079020,8308,TP7010,14.36666667
6151020,8308,TP7010,14.36666667
4424020,8308,TP7010,14.36666667
7800070,16063,TP7010,0.6
5975070,16063,TP7010,0.6
5213070,16063,TP7010,0.6
1966070,16063,TP7010,0.6
4054070,16063,TP7010,0.6
11729070,16063,TP7010,0.6
7521070,16063,TP7010,0.6
4206070,16063,TP7010,0.6
4665070,16063,TP7010,0.6
12976070,16063,TP7010,0.6
12821070,16063,TP7010,0.6
8618070,16063,TP7010,0.6
7686070,16063,TP7010,0.6
6793070,16063,TP7010,0.6
1324070,16063,TP7010,0.6
1725070,16063,TP7010,0.6
5299070,16063,TP7010,0.6
2156070,16063,TP7010,0.6
4872070,16063,TP7010,0.6
10113070,16063,TP7010,0.6
1377070,16063,TP7010,0.6
7563070,16063,TP7010,0.6
3264070,16063,TP7010,0.6
13502070,16063,TP7010,0.6
12806070,16063,TP7010,0.6
12786070,16063,TP7010,0.6
5220070,16063,TP7010,0.6
8728070,16063,TP7010,0.6
6359070,16063,TP7010,0.6
2313070,16063,TP7010,0.6
13411070,16063,TP7010,0.6
6279070,16063,TP7010,0.6
7339070,16063,TP7010,0.6
1368070,16063,TP7010,0.6
2553070,16063,TP7010,0.6
379070,16063,TP7010,0.6
4242070,16063,TP7010,0.6
1745070,16063,TP7010,0.6
5909070,16063,TP7010,0.6
5241070,16063,TP7010,0.6
12419070,16063,TP7010,0.6
7544070,16063,TP7010,0.6
12178070,16063,TP7010,0.6
6967070,16063,TP7010,0.6
7231070,16063,TP7010,0.6
5616070,16063,TP7010,0.6
3948070,16063,TP7010,0.6
3825070,16063,TP7010,0.6
3890070,16063,TP7010,0.6
13370070,16063,TP7010,0.6
11829070,16063,TP7010,0.6
2393070,16063,TP7010,0.6
1355070,16063,TP7010,0.6
969070,16063,TP7010,0.6
4634010,16063,TP7010,0.6
10145010,16063,TP7010,0.6
13864010,16063,TP7010,0.6
1183010,16063,TP7010,0.6
5163010,16063,TP7010,0.6
3579010,16063,TP7010,0.6
6154010,16063,TP7010,0.6
13185010,16063,TP7010,0.6
10460010,16063,TP7010,0.6
455010,16063,TP7010,0.6
2924010,16063,TP7010,0.6
14005010,16063,TP7010,0.6
5982010,16063,TP7010,0.6
8625010,16063,TP7010,0.6
2201010,16063,TP7010,0.6
1271010,16063,TP7010,0.6
13731010,16063,TP7010,0.6
4283010,16063,TP7010,0.6
11479010,16063,TP7010,0.6
7809010,16063,TP7010,0.6
14057010,16063,TP7010,0.6
9069010,16063,TP7010,0.6
2213010,16063,TP7010,0.6
9083010,16063,TP7010,0.6
11612010,16063,TP7010,0.6
7682010,16063,TP7010,0.6
2395010,16063,TP7010,0.6
8373010,16063,TP7010,0.6
3428010,16063,TP7010,0.6
8807010,16063,TP7010,0.6
7182010,16063,TP7010,0.6
8817010,16063,TP7010,0.6
771010,16063,TP7010,0.6
7102010,16063,TP7010,0.6
13675010,16063,TP7010,0.6
7408010,16063,TP7010,0.6
11460010,16063,TP7010,0.6
5662010,16063,TP7010,0.6
1848010,16063,TP7010,0.6
7704010,16063,TP7010,0.6
12743010,16063,TP7010,0.6
4059010,16063,TP7010,0.6
3941080,16063,TP7010,0.6
5285080,16063,TP7010,0.6
6084080,16063,TP7010,0.6
14031080,16063,TP7010,0.6
6338080,16063,TP7010,0.6
13116080,16063,TP7010,0.6
1293080,16063,TP7010,0.6
12851080,16063,TP7010,0.6
2858080,16063,TP7010,0.6
2901080,16063,TP7010,0.6
2064080,16063,TP7010,0.6
7712080,16063,TP7010,0.6
506080,16063,TP7010,0.6
13140080,16063,TP7010,0.6
12080,16063,TP7010,0.6
11526080,16063,TP7010,0.6
1239080,16063,TP7010,0.6
13269080,16063,TP7010,0.6
12033080,16063,TP7010,0.6
11421080,16063,TP7010,0.6
3908080,16063,TP7010,0.6
4722080,16063,TP7010,0.6
131080,16063,TP7010,0.6
3001080,16063,TP7010,0.6
10659080,16063,TP7010,0.6
12667080,16063,TP7010,0.6
9529080,16063,TP7010,0.6
11779080,16063,TP7010,0.6
3004080,16063,TP7010,0.6
3299080,16063,TP7010,0.6
2146080,16063,TP7010,0.6
4040080,16063,TP7010,0.6
7789080,16063,TP7010,0.6
8495080,16063,TP7010,0.6
4050080,16063,TP7010,0.6
4633080,16063,TP7010,0.6
11769080,16063,TP7010,0.6
3790080,16063,TP7010,0.6
6422080,16063,TP7010,0.6
35080,16063,TP7010,0.6
9135080,16063,TP7010,0.6
8249080,16063,TP7010,0.6
5959020,16063,TP7010,0.6
13221020,16063,TP7010,0.6
3443020,16063,TP7010,0.6
10454020,16063,TP7010,0.6
9746020,16063,TP7010,0.6
12028020,16063,TP7010,0.6
1828020,16063,TP7010,0.6
4322020,16063,TP7010,0.6
3065020,16063,TP7010,0.6
5762020,16063,TP7010,0.6
4787020,16063,TP7010,0.6
1557020,16063,TP7010,0.6
12576020,16063,TP7010,0.6
6982020,16063,TP7010,0.6
598020,16063,TP7010,0.6
452020,16063,TP7010,0.6
7392020,16063,TP7010,0.6
8717020,16063,TP7010,0.6
3020,16063,TP7010,0.6
12456020,16063,TP7010,0.6
9255020,16063,TP7010,0.6
2655020,16063,TP7010,0.6
2085020,16063,TP7010,0.6
1996020,16063,TP7010,0.6
12388020,16063,TP7010,0.6
12828020,16063,TP7010,0.6
68020,16063,TP7010,0.6
5438020,16063,TP7010,0.6
2369020,16063,TP7010,0.6
4367020,16063,TP7010,0.6
12859020,16063,TP7010,0.6
9676020,16063,TP7010,0.6
9464020,16063,TP7010,0.6
11908020,16063,TP7010,0.6
10025020,16063,TP7010,0.6
13887020,16063,TP7010,0.6
908020,16063,TP7010,0.6
4187020,16063,TP7010,0.6
1568020,16063,TP7010,0.6
1906020,16063,TP7010,0.6
7849020,16063,TP7010,0.6
8276020,16063,TP7010,0.6
7779020,16063,TP7010,0.6
5492020,16063,TP7010,0.6
11930020,16063,TP7010,0.6
5597020,16063,TP7010,0.6
1275020,16063,TP7010,0.6
12219020,16063,TP7010,0.6
5072020,16063,TP7010,0.6
7545020,16063,TP7010,0.6
5879020,16063,TP7010,0.6
4205020,16063,TP7010,0.6
5126020,16063,TP7010,0.6
10684020,16063,TP7010,0.6
11914020,16063,TP7010,0.6
1802020,16063,TP7010,0.6
11232020,16063,TP7010,0.6
6236020,16063,TP7010,0.6
2140020,16063,TP7010,0.6
11423020,16063,TP7010,0.6
5093020,16063,TP7010,0.6
8993020,16063,TP7010,0.6
638020,16063,TP7010,0.6
7889020,16063,TP7010,0.6
5385020,16063,TP7010,0.6
5849020,16063,TP7010,0.6
7074020,16063,TP7010,0.6
1493070,22873,E71002,0.016666667
12009070,22873,E71002,0.016666667
5030070,22873,E71002,0.016666667
8687070,22873,E71002,0.016666667
1914070,22873,E71002,0.016666667
8210070,22873,E71002,0.016666667
1118070,22873,E71002,0.016666667
2077070,22873,E71002,0.016666667
8682070,22873,E71002,0.016666667
8791070,22873,E71002,0.016666667
9571070,22873,E71002,0.016666667
7376070,22873,E71002,0.016666667
5846070,22873,E71002,0.016666667
2992070,22873,E71002,0.016666667
4387010,22873,E71002,0.016666667
3627010,22873,E71002,0.016666667
397010,22873,E71002,0.016666667
758010,22873,E71002,0.016666667
2015010,22873,E71002,0.016666667
3324010,22873,E71002,0.016666667
5638010,22873,E71002,0.016666667
4260010,22873,E71002,0.016666667
12244010,22873,E71002,0.016666667
7250010,22873,E71002,0.016666667
578010,22873,E71002,0.016666667
4375010,22873,E71002,0.016666667
2883010,22873,E71002,0.016666667
1850010,22873,E71002,0.016666667
1586080,22873,E71002,0.016666667
8710080,22873,E71002,0.016666667
4395080,22873,E71002,0.016666667
4303080,22873,E71002,0.016666667
6899080,22873,E71002,0.016666667
2183080,22873,E71002,0.016666667
10419080,22873,E71002,0.016666667
1401080,22873,E71002,0.016666667
4365080,22873,E71002,0.016666667
2529080,22873,E71002,0.016666667
4074080,22873,E71002,0.016666667
2909080,22873,E71002,0.016666667
1628080,22873,E71002,0.016666667
353080,22873,E71002,0.016666667
4123020,22873,E71002,0.016666667
1385020,22873,E71002,0.016666667
5426020,22873,E71002,0.016666667
5877020,22873,E71002,0.016666667
4293020,22873,E71002,0.016666667
9414020,22873,E71002,0.016666667
13962020,22873,E71002,0.016666667
11343020,22873,E71002,0.016666667
3727020,22873,E71002,0.016666667
2051020,22873,E71002,0.016666667
7333020,22873,E71002,0.016666667
10248020,22873,E71002,0.016666667
1128020,22873,E71002,0.016666667
10114020,22873,E71002,0.016666667
1590020,22873,E71002,0.016666667
1009020,22873,E71002,0.016666667
6675020,22873,E71002,0.016666667
9383070,16111,TP7010,13.33333333
600070,8812,N71338,17.5
14019070,19687,TP7061,0.0
8227070,19687,TP7061,0.0
10664070,19687,TP7061,0.0
10669070,15276,W70118,2.3
216070,15276,W70118,2.3
1335070,15276,W70118,2.3
9111070,15276,W70118,2.3
7763070,15276,W70118,2.3
7677070,15276,W70118,2.3
8344070,15276,W70118,2.3
8723070,15276,W70118,2.3
3078070,15276,W70118,2.3
1235070,15276,W70118,2.3
12416070,15276,W70118,2.3
6833070,15276,W70118,2.3
14058070,15276,W70118,2.3
9643070,15276,W70118,2.3
9628070,15276,W70118,2.3
8060070,15276,W70118,2.3
11662020,22326,N71338,0.75
2591020,22326,N71338,0.75
3856020,22326,N71338,0.75
7650020,22326,N71338,0.75
5766020,22326,N71338,0.75
5404020,22326,N71338,0.75
5865020,22326,N71338,0.75
4087020,22326,N71338,0.75
9832020,3302,N71338,11.1
4960020,3302,N71338,11.1
7219020,21624,TP7010,15.95
11618020,21624,TP7010,15.95
1489020,1407,N71338,17.91666667
5076020,1407,N71338,17.91666667
