,0,1
0,183316207.0,41.55196142518053
1,183316807.0,179.41926702871984
2,183316907.0,41.55196142518053
3,183317007.0,162.31789081238273
4,183317207.0,145.2165145960456
5,183317307.0,264.9261481104054
6,183317507.0,41.55196142518053
7,183317907.0,41.55196142518053
8,183318807.0,201.85070824064525
9,183319807.0,3.478239278213426
10,183319907.0,166.64078292964822
11,183320007.0,4.6728432773683615
12,183320707.0,3.478239278213426
13,183320807.0,124.82265723837105
14,183321307.0,41.55196142518053
15,183321507.0,41.55196142518053
16,183321707.0,41.55196142518053
17,183322007.0,12.145095007891456
18,183322607.0,41.55196142518053
19,183324007.0,1.460537860240862
20,183324307.0,1.460537860240862
21,183324507.0,41.55196142518053
22,183324907.0,1.460537860240862
23,183327007.0,12.145095007891452
24,183336307.0,5.115836305566273
25,183339307.0,12.145095007891452
26,183340301.0,166.64078292964822
27,183341001.0,149.24999664458727
28,183341501.0,3.478239278213426
29,183341701.0,124.82265723837105
30,183341901.0,3.478239278213426
31,183342301.0,41.55196142518053
32,183343201.0,247.8247718940683
33,183343801.0,145.2165145960456
34,183344301.0,196.52064324505696
35,183344501.0,1.460537860240862
36,183344801.0,1.4605378602408585
37,183345101.0,41.55196142518053
38,183345201.0,1.460537860240862
39,183345501.0,1.460537860240862
40,183345801.0,41.55196142518053
41,183346001.0,41.55196142518053
42,183346201.0,1.460537860240862
43,183346401.0,41.55196142518053
44,183346601.0,41.55196142518053
45,183346901.0,12.145095007891452
46,183347301.0,1.4605378602408585
47,183349301.0,3.6812367802950234
48,183355501.0,6.2761976959499
49,183358301.0,3.6812367802950234
50,183358801.0,1.4605378602408585
51,183360508.0,41.55196142518053
52,183360608.0,1.460537860240862
53,183360908.0,1.460537860240862
54,183361208.0,41.55196142518053
55,183361408.0,41.55196142518053
56,183361608.0,1.460537860240862
57,183361808.0,41.55196142518053
58,183362008.0,41.55196142518053
59,183362308.0,12.145095007891452
60,183362708.0,1.4605378602408585
61,183364708.0,3.6812367802950234
62,183370908.0,6.2761976959499
63,183373708.0,3.6812367802950234
64,183374208.0,1.4605378602408585
65,183375908.0,166.64078292964822
66,183376608.0,149.24999664458727
67,183377108.0,3.478239278213426
68,183377308.0,124.82265723837105
69,183377508.0,3.478239278213426
70,183377908.0,41.55196142518053
71,183378808.0,247.8247718940683
72,183379408.0,145.2165145960456
73,183379908.0,196.52064324505696
74,183380108.0,1.460537860240862
75,183380408.0,1.4605378602408585
76,183935202.0,57.34615034734738
77,183936502.0,121.64905911740219
78,183936702.0,99.74282177787171
79,183937002.0,59.06211664409013
80,183938002.0,41.18640585581669
81,183941002.0,5.8735354865969995
82,183941402.0,149.24999664458727
83,183941502.0,28.03340251283137
84,183945102.0,116.49123615892233
85,183947302.0,4.30290877005482
86,183947402.0,39.992733667217635
87,183950002.0,93.91238594703418
88,183950202.0,76.81100973069705
89,183950902.0,128.11513837970847
90,183952302.0,111.01376216337131
91,183952502.0,42.60825729802279
92,183953102.0,93.91238594703418
93,183953502.0,76.81100973069705
94,183954602.0,41.55196142518053
95,183955102.0,41.55196142518053
96,183955402.0,41.55196142518053
97,183955702.0,41.55196142518053
98,183956102.0,41.55196142518053
99,183960402.0,1.4152678737867639
100,183962402.0,21.92760808778755
101,183977702.0,41.18640585581669
