trip_id,Unnamed: 0,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
3729080,3711,183431408,61B,INBOUND-DOWNTOWN,7:28:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,8:30:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 7:28,1/1/2023 8:30,0 days 01:02:00,62.0,1.033333333
10638080,3712,183431408,61B,OUTBOUND-BRADDOCK-SWISSVALE,8:30:00,1,FIFTH AVE + WOOD ST,20856,9:29:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 8:30,1/1/2023 9:29,0 days 00:59:00,59.0,0.983333333
105080,3713,183431508,61B,INBOUND-DOWNTOWN,5:19:00,1,BRADDOCK AVE + 6TH ST,20938,6:15:00,67,11.22266892,1,FIFTH AVE + WOOD ST,20856,1/1/2023 5:19,1/1/2023 6:15,0 days 00:56:00,56.0,0.933333333
7784080,3714,183431508,61B,OUTBOUND-BRADDOCK-SWISSVALE,6:15:00,1,FIFTH AVE + WOOD ST,20856,7:14:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 6:15,1/1/2023 7:14,0 days 00:59:00,59.0,0.983333333
1981080,3715,183431608,61A,INBOUND-DOWNTOWN,5:35:00,1,BRADDOCK AVE + 6TH ST,20939,6:45:00,92,12.98622417,1,FIFTH AVE + WOOD ST,20856,1/1/2023 5:35,1/1/2023 6:45,0 days 01:10:00,70.0,1.166666667
13712080,3716,183431608,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,6:45:00,1,FIFTH AVE + WOOD ST,20856,7:53:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 6:45,1/1/2023 7:53,0 days 01:08:00,68.0,1.133333333
5712080,3717,183431608,61B,INBOUND-DOWNTOWN,8:10:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,9:15:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 8:10,1/1/2023 9:15,0 days 01:05:00,65.0,1.083333333
1576080,3718,183431608,61B,OUTBOUND-BRADDOCK-SWISSVALE,9:15:00,1,FIFTH AVE + WOOD ST,20856,10:16:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 9:15,1/1/2023 10:16,0 days 01:01:00,61.0,1.016666667
13297080,3719,183431708,61A,INBOUND-DOWNTOWN,6:20:00,1,BRADDOCK AVE + 6TH ST,20939,7:30:00,92,12.98622417,1,FIFTH AVE + WOOD ST,20856,1/1/2023 6:20,1/1/2023 7:30,0 days 01:10:00,70.0,1.166666667
4832080,3720,183431708,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,7:30:00,1,FIFTH AVE + WOOD ST,20856,8:38:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 7:30,1/1/2023 8:38,0 days 01:08:00,68.0,1.133333333
9542080,3721,183431708,61B,INBOUND-DOWNTOWN,8:55:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,10:00:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 8:55,1/1/2023 10:00,0 days 01:05:00,65.0,1.083333333
4609080,3722,183431708,61B,OUTBOUND-BRADDOCK-SWISSVALE,10:00:00,1,FIFTH AVE + WOOD ST,20856,11:01:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 10:00,1/1/2023 11:01,0 days 01:01:00,61.0,1.016666667
3021080,3723,183431808,61A,INBOUND-DOWNTOWN VIA OAKLAND,7:10:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,8:15:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 7:10,1/1/2023 8:15,0 days 01:05:00,65.0,1.083333333
11942080,3724,183431808,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,8:15:00,1,FIFTH AVE + WOOD ST,20856,9:23:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 8:15,1/1/2023 9:23,0 days 01:08:00,68.0,1.133333333
8427080,3725,183431908,61B,INBOUND-DOWNTOWN,14:56:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,16:05:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 14:56,1/1/2023 16:05,0 days 01:09:00,69.0,1.15
5119080,3726,183431908,61B,OUTBOUND-BRADDOCK-SWISSVALE,16:05:00,1,FIFTH AVE + WOOD ST,20856,17:12:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 16:05,1/1/2023 17:12,0 days 01:07:00,67.0,1.116666667
11393080,3754,183433508,61B,INBOUND-DOWNTOWN,6:04:00,1,BRADDOCK AVE + 6TH ST,20938,7:00:00,67,11.22266892,1,FIFTH AVE + WOOD ST,20856,1/1/2023 6:04,1/1/2023 7:00,0 days 00:56:00,56.0,0.933333333
12215080,3755,183433508,61B,OUTBOUND-BRADDOCK-SWISSVALE,7:00:00,1,FIFTH AVE + WOOD ST,20856,7:59:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 7:00,1/1/2023 7:59,0 days 00:59:00,59.0,0.983333333
12910080,3756,183433608,61B,INBOUND-DOWNTOWN,6:43:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,7:45:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 6:43,1/1/2023 7:45,0 days 01:02:00,62.0,1.033333333
11128080,3757,183433608,61B,OUTBOUND-BRADDOCK-SWISSVALE,7:45:00,1,FIFTH AVE + WOOD ST,20856,8:44:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 7:45,1/1/2023 8:44,0 days 00:59:00,59.0,0.983333333
2558080,3774,183434308,61A,INBOUND-DOWNTOWN VIA OAKLAND,9:23:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,10:30:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 9:23,1/1/2023 10:30,0 days 01:07:00,67.0,1.116666667
2835080,3775,183434308,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,10:30:00,1,FIFTH AVE + WOOD ST,20856,11:37:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 10:30,1/1/2023 11:37,0 days 01:07:00,67.0,1.116666667
1968080,3852,183436908,61A,INBOUND-DOWNTOWN VIA OAKLAND,8:38:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,9:45:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 8:38,1/1/2023 9:45,0 days 01:07:00,67.0,1.116666667
11328080,3853,183436908,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,9:45:00,1,FIFTH AVE + WOOD ST,20856,10:52:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 9:45,1/1/2023 10:52,0 days 01:07:00,67.0,1.116666667
12655080,3858,183437208,61B,INBOUND-DOWNTOWN,11:10:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,12:15:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 11:10,1/1/2023 12:15,0 days 01:05:00,65.0,1.083333333
5963080,3859,183437208,61B,OUTBOUND-BRADDOCK-SWISSVALE,12:15:00,1,FIFTH AVE + WOOD ST,20856,13:16:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 12:15,1/1/2023 13:16,0 days 01:01:00,61.0,1.016666667
12919080,3866,183437508,61A,INBOUND-DOWNTOWN VIA OAKLAND,10:53:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,12:00:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 10:53,1/1/2023 12:00,0 days 01:07:00,67.0,1.116666667
21080,3867,183437508,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,12:00:00,1,FIFTH AVE + WOOD ST,20856,13:07:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 12:00,1/1/2023 13:07,0 days 01:07:00,67.0,1.116666667
2667080,3870,183437708,61C,INBOUND-PITTSBURGH VIA OAKLAND,12:28:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,13:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 12:28,1/1/2023 13:45,0 days 01:17:00,77.0,1.283333333
13084080,3871,183437708,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,13:45:00,1,FIFTH AVE + WOOD ST,20856,14:45:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 13:45,1/1/2023 14:45,0 days 01:00:00,60.0,1.0
7458080,3874,183437908,61C,INBOUND-PITTSBURGH VIA OAKLAND,15:01:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,16:15:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 15:01,1/1/2023 16:15,0 days 01:14:00,74.0,1.233333333
6905080,3875,183437908,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,16:15:00,1,FIFTH AVE + WOOD ST,20856,17:15:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 16:15,1/1/2023 17:15,0 days 01:00:00,60.0,1.0
433080,3888,183438508,61B,INBOUND-DOWNTOWN,17:16:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,18:25:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 17:16,1/1/2023 18:25,0 days 01:09:00,69.0,1.15
8644080,3889,183438508,61B,OUTBOUND-BRADDOCK-SWISSVALE,18:25:00,1,FIFTH AVE + WOOD ST,20856,19:32:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 18:25,1/1/2023 19:32,0 days 01:07:00,67.0,1.116666667
5188080,3894,183438808,61B,INBOUND-DOWNTOWN,20:05:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,21:03:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 20:05,1/1/2023 21:03,0 days 00:58:00,58.0,0.966666667
5022080,3895,183438808,61B,OUTBOUND-BRADDOCK-SWISSVALE,21:03:00,1,FIFTH AVE + WOOD ST,20856,21:57:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 21:03,1/1/2023 21:57,0 days 00:54:00,54.0,0.9
13039080,3896,183438808,61A,INBOUND-DOWNTOWN VIA OAKLAND,22:16:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,23:18:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 22:16,1/1/2023 23:18,0 days 01:02:00,62.0,1.033333333
7372080,3897,183438808,61A,OUTBOUND-NORTH BRADDOCK,23:18:00,1,FIFTH AVE + WOOD ST,20856,24:08:00,84,12.47692843,1,BRADDOCK AVE + 6TH ST,20938,1/1/2023 23:18,1/2/2023 0:08,0 days 00:50:00,50.0,0.833333333
123080,3908,183439308,61A,INBOUND-DOWNTOWN VIA OAKLAND,21:31:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,22:33:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 21:31,1/1/2023 22:33,0 days 01:02:00,62.0,1.033333333
10074080,3909,183439308,61A,OUTBOUND-NORTH BRADDOCK,22:33:00,1,FIFTH AVE + WOOD ST,20856,23:23:00,84,12.47692843,1,BRADDOCK AVE + 6TH ST,20938,1/1/2023 22:33,1/1/2023 23:23,0 days 00:50:00,50.0,0.833333333
1035080,3936,183440308,61C,INBOUND-PITTSBURGH VIA OAKLAND,23:39:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,24:30:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 23:39,1/2/2023 0:30,0 days 00:51:00,51.0,0.85
13936080,3937,183440308,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,24:30:00,1,FIFTH AVE + WOOD ST,20856,25:19:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/2/2023 0:30,1/2/2023 1:19,0 days 00:49:00,49.0,0.816666667
9836080,3962,183441008,61B,INBOUND-DOWNTOWN,18:02:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,19:00:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 18:02,1/1/2023 19:00,0 days 00:58:00,58.0,0.966666667
5969080,3963,183441008,61B,OUTBOUND-BRADDOCK-SWISSVALE,19:00:00,1,FIFTH AVE + WOOD ST,20856,19:54:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 19:00,1/1/2023 19:54,0 days 00:54:00,54.0,0.9
4153080,3971,183441408,61A,INBOUND-DOWNTOWN VIA OAKLAND,13:08:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,14:15:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 13:08,1/1/2023 14:15,0 days 01:07:00,67.0,1.116666667
2219080,3972,183441408,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,14:15:00,1,FIFTH AVE + WOOD ST,20856,15:22:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 14:15,1/1/2023 15:22,0 days 01:07:00,67.0,1.116666667
11465080,3977,183441608,61A,INBOUND-DOWNTOWN VIA OAKLAND,16:06:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,17:10:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 16:06,1/1/2023 17:10,0 days 01:04:00,64.0,1.066666667
2716080,3978,183441608,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,17:10:00,1,FIFTH AVE + WOOD ST,20856,18:23:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 17:10,1/1/2023 18:23,0 days 01:13:00,73.0,1.216666667
2614080,3979,183441708,61A,INBOUND-DOWNTOWN VIA OAKLAND,11:38:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,12:45:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 11:38,1/1/2023 12:45,0 days 01:07:00,67.0,1.116666667
6716080,3980,183441708,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,12:45:00,1,FIFTH AVE + WOOD ST,20856,13:52:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 12:45,1/1/2023 13:52,0 days 01:07:00,67.0,1.116666667
5576080,3987,183441908,61A,INBOUND-DOWNTOWN VIA OAKLAND,14:18:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,15:25:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 14:18,1/1/2023 15:25,0 days 01:07:00,67.0,1.116666667
1797080,3988,183441908,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,15:25:00,1,FIFTH AVE + WOOD ST,20856,16:32:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 15:25,1/1/2023 16:32,0 days 01:07:00,67.0,1.116666667
4071080,4007,183442408,61A,INBOUND-DOWNTOWN VIA OAKLAND,16:41:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,17:45:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 16:41,1/1/2023 17:45,0 days 01:04:00,64.0,1.066666667
11924080,4008,183442408,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,17:45:00,1,FIFTH AVE + WOOD ST,20856,18:58:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 17:45,1/1/2023 18:58,0 days 01:13:00,73.0,1.216666667
4516080,4009,183442508,61A,INBOUND-DOWNTOWN VIA OAKLAND,19:15:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,20:13:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 19:15,1/1/2023 20:13,0 days 00:58:00,58.0,0.966666667
2101080,4010,183442508,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,20:13:00,1,FIFTH AVE + WOOD ST,20856,21:19:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 20:13,1/1/2023 21:19,0 days 01:06:00,66.0,1.1
3193080,4011,183442508,61B,INBOUND-DOWNTOWN,21:41:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,22:35:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 21:41,1/1/2023 22:35,0 days 00:54:00,54.0,0.9
11121080,4012,183442508,61B,OUTBOUND-BRADDOCK,22:35:00,1,FIFTH AVE + WOOD ST,20856,23:14:00,64,10.57352082,1,BRADDOCK AVE + 6TH ST,20939,1/1/2023 22:35,1/1/2023 23:14,0 days 00:39:00,39.0,0.65
9583080,4018,183442908,61A,INBOUND-DOWNTOWN VIA OAKLAND,7:53:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,9:00:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 7:53,1/1/2023 9:00,0 days 01:07:00,67.0,1.116666667
4641080,4019,183442908,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,9:00:00,1,FIFTH AVE + WOOD ST,20856,10:07:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 9:00,1/1/2023 10:07,0 days 01:07:00,67.0,1.116666667
7573080,4027,183443308,61B,INBOUND-DOWNTOWN,13:50:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,14:55:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 13:50,1/1/2023 14:55,0 days 01:05:00,65.0,1.083333333
2121080,4028,183443308,61B,OUTBOUND-BRADDOCK-SWISSVALE,14:55:00,1,FIFTH AVE + WOOD ST,20856,15:56:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 14:55,1/1/2023 15:56,0 days 01:01:00,61.0,1.016666667
7405080,4031,183443508,61B,INBOUND-DOWNTOWN,16:41:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,17:50:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 16:41,1/1/2023 17:50,0 days 01:09:00,69.0,1.15
13313080,4032,183443508,61B,OUTBOUND-BRADDOCK-SWISSVALE,17:50:00,1,FIFTH AVE + WOOD ST,20856,18:57:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 17:50,1/1/2023 18:57,0 days 01:07:00,67.0,1.116666667
5371080,4033,183443508,61B,INBOUND-DOWNTOWN,19:20:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,20:18:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 19:20,1/1/2023 20:18,0 days 00:58:00,58.0,0.966666667
8096080,4034,183443508,61B,OUTBOUND-BRADDOCK-SWISSVALE,20:18:00,1,FIFTH AVE + WOOD ST,20856,21:12:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 20:18,1/1/2023 21:12,0 days 00:54:00,54.0,0.9
13836080,4057,183444408,61C,INBOUND-PITTSBURGH VIA OAKLAND,22:54:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,23:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 22:54,1/1/2023 23:45,0 days 00:51:00,51.0,0.85
1778080,4058,183444408,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,23:45:00,1,FIFTH AVE + WOOD ST,20856,24:34:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 23:45,1/2/2023 0:34,0 days 00:49:00,49.0,0.816666667
8874080,4060,183444608,61A,INBOUND-DOWNTOWN VIA OAKLAND,18:32:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,19:30:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 18:32,1/1/2023 19:30,0 days 00:58:00,58.0,0.966666667
3020080,4061,183444608,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,19:30:00,1,FIFTH AVE + WOOD ST,20856,20:36:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 19:30,1/1/2023 20:36,0 days 01:06:00,66.0,1.1
9800080,4070,183444908,61A,INBOUND-DOWNTOWN VIA OAKLAND,10:08:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,11:15:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 10:08,1/1/2023 11:15,0 days 01:07:00,67.0,1.116666667
5696080,4071,183444908,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,11:15:00,1,FIFTH AVE + WOOD ST,20856,12:22:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 11:15,1/1/2023 12:22,0 days 01:07:00,67.0,1.116666667
6081080,4072,183445008,61B,INBOUND-DOWNTOWN,12:40:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,13:45:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 12:40,1/1/2023 13:45,0 days 01:05:00,65.0,1.083333333
5698080,4073,183445008,61B,OUTBOUND-BRADDOCK-SWISSVALE,13:45:00,1,FIFTH AVE + WOOD ST,20856,14:46:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 13:45,1/1/2023 14:46,0 days 01:01:00,61.0,1.016666667
7057080,4078,183445308,61B,INBOUND-DOWNTOWN,11:55:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,13:00:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 11:55,1/1/2023 13:00,0 days 01:05:00,65.0,1.083333333
2430080,4079,183445308,61B,OUTBOUND-BRADDOCK-SWISSVALE,13:00:00,1,FIFTH AVE + WOOD ST,20856,14:01:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 13:00,1/1/2023 14:01,0 days 01:01:00,61.0,1.016666667
1504080,4080,183445408,61B,INBOUND-DOWNTOWN,9:40:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,10:45:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 9:40,1/1/2023 10:45,0 days 01:05:00,65.0,1.083333333
6297080,4081,183445408,61B,OUTBOUND-BRADDOCK-SWISSVALE,10:45:00,1,FIFTH AVE + WOOD ST,20856,11:46:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 10:45,1/1/2023 11:46,0 days 01:01:00,61.0,1.016666667
9990080,4082,183445508,61A,INBOUND-DOWNTOWN VIA OAKLAND,13:43:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,14:50:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 13:43,1/1/2023 14:50,0 days 01:07:00,67.0,1.116666667
10151080,4083,183445508,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,14:50:00,1,FIFTH AVE + WOOD ST,20856,15:57:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 14:50,1/1/2023 15:57,0 days 01:07:00,67.0,1.116666667
352080,4084,183445608,61B,INBOUND-DOWNTOWN,10:25:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,11:30:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 10:25,1/1/2023 11:30,0 days 01:05:00,65.0,1.083333333
2236080,4085,183445608,61B,OUTBOUND-BRADDOCK-SWISSVALE,11:30:00,1,FIFTH AVE + WOOD ST,20856,12:31:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 11:30,1/1/2023 12:31,0 days 01:01:00,61.0,1.016666667
13318080,4086,183445708,61A,INBOUND-DOWNTOWN VIA OAKLAND,14:56:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,16:00:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 14:56,1/1/2023 16:00,0 days 01:04:00,64.0,1.066666667
30080,4087,183445708,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,16:00:00,1,FIFTH AVE + WOOD ST,20856,17:13:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 16:00,1/1/2023 17:13,0 days 01:13:00,73.0,1.216666667
13447080,4090,183445908,61A,INBOUND-DOWNTOWN VIA OAKLAND,17:51:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,18:55:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 17:51,1/1/2023 18:55,0 days 01:04:00,64.0,1.066666667
3621080,4091,183445908,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,18:55:00,1,FIFTH AVE + WOOD ST,20856,20:08:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 18:55,1/1/2023 20:08,0 days 01:13:00,73.0,1.216666667
7374080,4092,183446008,61A,INBOUND-DOWNTOWN VIA OAKLAND,20:02:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,21:00:00,98,14.3126002,1,FIFTH AVE + WOOD ST,20856,1/1/2023 20:02,1/1/2023 21:00,0 days 00:58:00,58.0,0.966666667
13537080,4093,183446008,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,21:00:00,1,FIFTH AVE + WOOD ST,20856,22:06:00,90,13.94525706,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 21:00,1/1/2023 22:06,0 days 01:06:00,66.0,1.1
6954080,4094,183446008,61B,INBOUND-DOWNTOWN,22:39:00,1,BRADDOCK AVE + 6TH ST,20938,23:20:00,67,11.22266892,1,FIFTH AVE + WOOD ST,20856,1/1/2023 22:39,1/1/2023 23:20,0 days 00:41:00,41.0,0.683333333
930080,4095,183446008,61B,OUTBOUND-BRADDOCK,23:20:00,1,FIFTH AVE + WOOD ST,20856,23:59:00,64,10.57352082,1,BRADDOCK AVE + 6TH ST,20939,1/1/2023 23:20,1/1/2023 23:59,0 days 00:39:00,39.0,0.65
12516080,4096,183446108,61B,INBOUND-DOWNTOWN,14:21:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,15:30:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 14:21,1/1/2023 15:30,0 days 01:09:00,69.0,1.15
7183080,4097,183446108,61B,OUTBOUND-BRADDOCK-SWISSVALE,15:30:00,1,FIFTH AVE + WOOD ST,20856,16:37:00,70,12.04171897,1,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 15:30,1/1/2023 16:37,0 days 01:07:00,67.0,1.116666667
11354080,4098,183446208,61B,INBOUND-DOWNTOWN,18:37:00,1,BRADDOCK HILLS S C + STOREFRONT,12565,19:35:00,74,12.54858513,1,FIFTH AVE + WOOD ST,20856,1/1/2023 18:37,1/1/2023 19:35,0 days 00:58:00,58.0,0.966666667
