,trip_id,Unnamed: 0,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
1057,9904020,12031,183879702,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,9:18:00,4,FIFTH AVE + WOOD ST,20856,10:19:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 9:18,1/1/2023 10:19,0 days 01:01:00,61.0,1.016666667
1058,14061020,12032,183879702,61C,INBOUND-PITTSBURGH VIA OAKLAND,10:33:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,11:48:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 10:33,1/1/2023 11:48,0 days 01:15:00,75.0,1.25
1059,6046020,12033,183879702,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,11:48:00,4,FIFTH AVE + WOOD ST,20856,12:49:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 11:48,1/1/2023 12:49,0 days 01:01:00,61.0,1.016666667
1062,4158020,12036,183879902,61C,INBOUND-PITTSBURGH VIA OAKLAND,14:18:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,15:33:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 14:18,1/1/2023 15:33,0 days 01:15:00,75.0,1.25
1063,3995020,12037,183879902,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,15:33:00,4,FIFTH AVE + WOOD ST,20856,16:44:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 15:33,1/1/2023 16:44,0 days 01:11:00,71.0,1.183333333
1064,8041020,12038,183879902,61C,INBOUND-PITTSBURGH VIA OAKLAND,17:01:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,18:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 17:01,1/1/2023 18:07,0 days 01:06:00,66.0,1.1
1065,1762020,12039,183879902,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,18:07:00,4,FIFTH AVE + WOOD ST,20856,19:10:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 18:07,1/1/2023 19:10,0 days 01:03:00,63.0,1.05
1066,11637020,12040,183880002,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:00:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,8:18:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:00,1/1/2023 8:18,0 days 01:18:00,78.0,1.3
1067,1847020,12041,183880002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,8:18:00,4,FIFTH AVE + WOOD ST,20856,9:19:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 8:18,1/1/2023 9:19,0 days 01:01:00,61.0,1.016666667
1068,11450020,12042,183880002,61C,INBOUND-PITTSBURGH VIA OAKLAND,9:33:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,10:48:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 9:33,1/1/2023 10:48,0 days 01:15:00,75.0,1.25
1069,923020,12043,183880002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,10:48:00,4,FIFTH AVE + WOOD ST,20856,11:49:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 10:48,1/1/2023 11:49,0 days 01:01:00,61.0,1.016666667
1070,358020,12044,183880102,61C,INBOUND-PITTSBURGH VIA OAKLAND,5:35:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,6:37:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 5:35,1/1/2023 6:37,0 days 01:02:00,62.0,1.033333333
1071,6506020,12045,183880102,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,6:37:00,4,FIFTH AVE + WOOD ST,20856,7:28:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 6:37,1/1/2023 7:28,0 days 00:51:00,51.0,0.85
1072,11651020,12046,183880102,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:45:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,9:03:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:45,1/1/2023 9:03,0 days 01:18:00,78.0,1.3
1073,8327020,12047,183880102,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,9:03:00,4,FIFTH AVE + WOOD ST,20856,10:04:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 9:03,1/1/2023 10:04,0 days 01:01:00,61.0,1.016666667
1084,10861020,12066,183881002,61C,INBOUND-PITTSBURGH VIA OAKLAND,15:44:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,17:03:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 15:44,1/1/2023 17:03,0 days 01:19:00,79.0,1.316666667
1085,7141020,12067,183881002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,17:03:00,4,FIFTH AVE + WOOD ST,20856,18:15:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 17:03,1/1/2023 18:15,0 days 01:12:00,72.0,1.2
1086,9332020,12068,183881002,61C,INBOUND-PITTSBURGH VIA OAKLAND,18:31:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,19:37:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 18:31,1/1/2023 19:37,0 days 01:06:00,66.0,1.1
1087,1680020,12069,183881002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,19:37:00,4,FIFTH AVE + WOOD ST,20856,20:36:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 19:37,1/1/2023 20:36,0 days 00:59:00,59.0,0.983333333
1110,4032020,12092,183882202,61A,INBOUND-DOWNTOWN VIA OAKLAND,17:14:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,18:15:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 17:14,1/1/2023 18:15,0 days 01:01:00,61.0,1.016666667
1111,4785020,12093,183882202,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,18:15:00,4,FIFTH AVE + WOOD ST,20856,19:13:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 18:15,1/1/2023 19:13,0 days 00:58:00,58.0,0.966666667
1112,3216020,12094,183882202,61A,INBOUND-DOWNTOWN VIA OAKLAND,19:44:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,20:45:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 19:44,1/1/2023 20:45,0 days 01:01:00,61.0,1.016666667
1113,3294020,12095,183882202,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,20:45:00,4,FIFTH AVE + WOOD ST,20856,21:43:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 20:45,1/1/2023 21:43,0 days 00:58:00,58.0,0.966666667
1116,5540020,12102,183882502,61A,INBOUND-DOWNTOWN VIA OAKLAND,17:44:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,18:45:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 17:44,1/1/2023 18:45,0 days 01:01:00,61.0,1.016666667
1117,12309020,12103,183882502,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,18:45:00,4,FIFTH AVE + WOOD ST,20856,19:43:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 18:45,1/1/2023 19:43,0 days 00:58:00,58.0,0.966666667
1118,9867020,12104,183882502,61B,INBOUND-DOWNTOWN,20:02:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,21:00:00,74,12.54858513,4,FIFTH AVE + WOOD ST,20856,1/1/2023 20:02,1/1/2023 21:00,0 days 00:58:00,58.0,0.966666667
1119,7002020,12105,183882502,61B,OUTBOUND-BRADDOCK-SWISSVALE,21:00:00,4,FIFTH AVE + WOOD ST,20856,21:53:00,70,12.04171897,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 21:00,1/1/2023 21:53,0 days 00:53:00,53.0,0.883333333
1128,249020,12114,183883002,61C,INBOUND-PITTSBURGH VIA OAKLAND,17:31:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,18:37:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 17:31,1/1/2023 18:37,0 days 01:06:00,66.0,1.1
1129,342020,12115,183883002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,18:37:00,4,FIFTH AVE + WOOD ST,20856,19:40:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 18:37,1/1/2023 19:40,0 days 01:03:00,63.0,1.05
1130,1891020,12116,183883002,61C,INBOUND-PITTSBURGH VIA OAKLAND,20:07:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,21:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 20:07,1/1/2023 21:07,0 days 01:00:00,60.0,1.0
1131,7503020,12117,183883002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,21:07:00,4,FIFTH AVE + WOOD ST,20856,22:01:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 21:07,1/1/2023 22:01,0 days 00:54:00,54.0,0.9
1140,10179020,12126,183883502,61C,INBOUND-PITTSBURGH VIA OAKLAND,16:14:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,17:33:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 16:14,1/1/2023 17:33,0 days 01:19:00,79.0,1.316666667
1141,12991020,12127,183883502,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,17:33:00,4,FIFTH AVE + WOOD ST,20856,18:45:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 17:33,1/1/2023 18:45,0 days 01:12:00,72.0,1.2
1142,563020,12128,183883502,61C,INBOUND-PITTSBURGH VIA OAKLAND,19:07:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,20:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 19:07,1/1/2023 20:07,0 days 01:00:00,60.0,1.0
1143,11969020,12129,183883502,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,20:07:00,4,FIFTH AVE + WOOD ST,20856,21:01:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 20:07,1/1/2023 21:01,0 days 00:54:00,54.0,0.9
1144,2738020,12130,183883602,61C,INBOUND-PITTSBURGH VIA OAKLAND,15:14:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,16:33:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 15:14,1/1/2023 16:33,0 days 01:19:00,79.0,1.316666667
1145,4443020,12131,183883602,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,16:33:00,4,FIFTH AVE + WOOD ST,20856,17:45:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 16:33,1/1/2023 17:45,0 days 01:12:00,72.0,1.2
1146,76020,12132,183883602,61C,INBOUND-PITTSBURGH VIA OAKLAND,18:01:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,19:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 18:01,1/1/2023 19:07,0 days 01:06:00,66.0,1.1
1147,10942020,12133,183883602,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,19:07:00,4,FIFTH AVE + WOOD ST,20856,20:06:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 19:07,1/1/2023 20:06,0 days 00:59:00,59.0,0.983333333
1148,485020,12134,183883702,61C,INBOUND-PITTSBURGH VIA OAKLAND,20:37:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,21:37:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 20:37,1/1/2023 21:37,0 days 01:00:00,60.0,1.0
1149,8099020,12135,183883702,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,21:37:00,4,FIFTH AVE + WOOD ST,20856,22:31:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 21:37,1/1/2023 22:31,0 days 00:54:00,54.0,0.9
1150,3563020,12136,183883702,61C,INBOUND-PITTSBURGH VIA OAKLAND,22:45:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,23:37:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 22:45,1/1/2023 23:37,0 days 00:52:00,52.0,0.866666667
1151,3262020,12137,183883702,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,23:37:00,4,FIFTH AVE + WOOD ST,20856,24:24:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 23:37,1/2/2023 0:24,0 days 00:47:00,47.0,0.783333333
1172,5959020,12613,183949102,P3,INBOUND-OAKLAND,6:09:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,6:40:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 6:09,1/1/2023 6:40,0 days 00:31:00,31.0,0.516666667
1173,5412020,12614,183949102,P3,OUTBOUND-SWISSVALE,6:40:00,4,FIFTH AVE + ROBINSON ST,2640,7:09:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 6:40,1/1/2023 7:09,0 days 00:29:00,29.0,0.483333333
1174,13221020,12615,183949102,P3,INBOUND-OAKLAND,7:24:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,7:55:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 7:24,1/1/2023 7:55,0 days 00:31:00,31.0,0.516666667
1175,607020,12616,183949102,P3,OUTBOUND-SWISSVALE,7:55:00,4,FIFTH AVE + ROBINSON ST,2640,8:24:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 7:55,1/1/2023 8:24,0 days 00:29:00,29.0,0.483333333
1176,10454020,12619,183949102,P3,INBOUND-OAKLAND,9:49:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,10:15:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 9:49,1/1/2023 10:15,0 days 00:26:00,26.0,0.433333333
1177,8771020,12620,183949102,P3,OUTBOUND-SWISSVALE,10:15:00,4,FIFTH AVE + ROBINSON ST,2640,10:43:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 10:15,1/1/2023 10:43,0 days 00:28:00,28.0,0.466666667
1189,6982020,12690,183950202,P3,INBOUND-OAKLAND,6:39:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,7:10:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 6:39,1/1/2023 7:10,0 days 00:31:00,31.0,0.516666667
1190,13362020,12691,183950202,P3,OUTBOUND-SWISSVALE,7:10:00,4,FIFTH AVE + ROBINSON ST,2640,7:39:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 7:10,1/1/2023 7:39,0 days 00:29:00,29.0,0.483333333
1191,598020,12692,183950202,P3,INBOUND-OAKLAND,7:54:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,8:25:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 7:54,1/1/2023 8:25,0 days 00:31:00,31.0,0.516666667
1192,851020,12693,183950202,P3,OUTBOUND-SWISSVALE,8:25:00,4,FIFTH AVE + ROBINSON ST,2640,8:54:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 8:25,1/1/2023 8:54,0 days 00:29:00,29.0,0.483333333
1193,2085020,12708,183950202,P3,INBOUND-OAKLAND,16:27:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,16:55:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 16:27,1/1/2023 16:55,0 days 00:28:00,28.0,0.466666667
1194,992020,12709,183950202,P3,OUTBOUND-SWISSVALE,16:55:00,4,FIFTH AVE + ROBINSON ST,2640,17:24:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 16:55,1/1/2023 17:24,0 days 00:29:00,29.0,0.483333333
1195,1996020,12710,183950202,P3,INBOUND-OAKLAND,17:42:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,18:10:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 17:42,1/1/2023 18:10,0 days 00:28:00,28.0,0.466666667
1196,9453020,12711,183950202,P3,OUTBOUND-SWISSVALE,18:10:00,4,FIFTH AVE + ROBINSON ST,2640,18:38:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 18:10,1/1/2023 18:38,0 days 00:28:00,28.0,0.466666667
1210,9676020,12751,183950902,P3,INBOUND-OAKLAND,14:39:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,15:05:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 14:39,1/1/2023 15:05,0 days 00:26:00,26.0,0.433333333
1211,10054020,12752,183950902,P3,OUTBOUND-SWISSVALE,15:05:00,4,FIFTH AVE + ROBINSON ST,2640,15:35:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 15:05,1/1/2023 15:35,0 days 00:30:00,30.0,0.5
1212,13887020,12759,183950902,P3,INBOUND-OAKLAND,19:15:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,19:40:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 19:15,1/1/2023 19:40,0 days 00:25:00,25.0,0.416666667
1213,9212020,12760,183950902,P3,OUTBOUND-SWISSVALE,19:40:00,4,FIFTH AVE + ROBINSON ST,2640,20:08:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 19:40,1/1/2023 20:08,0 days 00:28:00,28.0,0.466666667
1214,908020,12761,183950902,P3,INBOUND-OAKLAND,20:20:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,20:45:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 20:20,1/1/2023 20:45,0 days 00:25:00,25.0,0.416666667
1215,11039020,12762,183950902,P3,OUTBOUND-SWISSVALE,20:45:00,4,FIFTH AVE + ROBINSON ST,2640,21:11:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 20:45,1/1/2023 21:11,0 days 00:26:00,26.0,0.433333333
1248,12580020,13102,183959202,P3,INBOUND-OAKLAND,17:27:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,17:55:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 17:27,1/1/2023 17:55,0 days 00:28:00,28.0,0.466666667
1249,13052020,13103,183959202,P3,OUTBOUND-SWISSVALE,17:55:00,4,FIFTH AVE + ROBINSON ST,2640,18:24:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 17:55,1/1/2023 18:24,0 days 00:29:00,29.0,0.483333333
1250,6669020,13104,183959202,P3,INBOUND-OAKLAND,18:40:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,19:05:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 18:40,1/1/2023 19:05,0 days 00:25:00,25.0,0.416666667
1251,6289020,13105,183959202,P3,OUTBOUND-SWISSVALE,19:05:00,4,FIFTH AVE + ROBINSON ST,2640,19:33:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 19:05,1/1/2023 19:33,0 days 00:28:00,28.0,0.466666667
1252,6534020,13106,183959202,P3,INBOUND-OAKLAND,19:45:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,20:10:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 19:45,1/1/2023 20:10,0 days 00:25:00,25.0,0.416666667
1253,2210020,13107,183959202,P3,OUTBOUND-SWISSVALE,20:10:00,4,FIFTH AVE + ROBINSON ST,2640,20:36:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 20:10,1/1/2023 20:36,0 days 00:26:00,26.0,0.433333333
1254,12795020,13108,183959202,P3,INBOUND-OAKLAND,20:50:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,21:15:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 20:50,1/1/2023 21:15,0 days 00:25:00,25.0,0.416666667
1255,5826020,13109,183959202,P3,OUTBOUND-SWISSVALE,21:15:00,4,FIFTH AVE + ROBINSON ST,2640,21:41:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 21:15,1/1/2023 21:41,0 days 00:26:00,26.0,0.433333333
1260,6988020,13154,183960802,P3,INBOUND-OAKLAND,9:24:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,9:50:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 9:24,1/1/2023 9:50,0 days 00:26:00,26.0,0.433333333
1261,3996020,13155,183960802,P3,OUTBOUND-SWISSVALE,9:50:00,4,FIFTH AVE + ROBINSON ST,2640,10:18:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 9:50,1/1/2023 10:18,0 days 00:28:00,28.0,0.466666667
1262,8268020,13156,183960802,P3,INBOUND-OAKLAND,10:49:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,11:15:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 10:49,1/1/2023 11:15,0 days 00:26:00,26.0,0.433333333
1263,8905020,13157,183960802,P3,OUTBOUND-SWISSVALE,11:15:00,4,FIFTH AVE + ROBINSON ST,2640,11:43:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 11:15,1/1/2023 11:43,0 days 00:28:00,28.0,0.466666667
1264,11134020,13158,183960802,P3,INBOUND-OAKLAND,12:19:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,12:45:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 12:19,1/1/2023 12:45,0 days 00:26:00,26.0,0.433333333
1265,3681020,13159,183960802,P3,OUTBOUND-SWISSVALE,12:45:00,4,FIFTH AVE + ROBINSON ST,2640,13:13:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 12:45,1/1/2023 13:13,0 days 00:28:00,28.0,0.466666667
1266,2321020,13162,183961002,P3,INBOUND-OAKLAND,13:44:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,14:10:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 13:44,1/1/2023 14:10,0 days 00:26:00,26.0,0.433333333
1267,370020,13163,183961002,P3,OUTBOUND-SWISSVALE,14:10:00,4,FIFTH AVE + ROBINSON ST,2640,14:40:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 14:10,1/1/2023 14:40,0 days 00:30:00,30.0,0.5
1268,10221020,13166,183961002,P3,INBOUND-OAKLAND,15:57:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,16:25:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 15:57,1/1/2023 16:25,0 days 00:28:00,28.0,0.466666667
1269,5407020,13167,183961002,P3,OUTBOUND-SWISSVALE,16:25:00,4,FIFTH AVE + ROBINSON ST,2640,16:54:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 16:25,1/1/2023 16:54,0 days 00:29:00,29.0,0.483333333
1270,4006020,13168,183961002,P3,INBOUND-OAKLAND,17:12:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,17:40:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 17:12,1/1/2023 17:40,0 days 00:28:00,28.0,0.466666667
1271,6659020,13169,183961002,P3,OUTBOUND-SWISSVALE,17:40:00,4,FIFTH AVE + ROBINSON ST,2640,18:09:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 17:40,1/1/2023 18:09,0 days 00:29:00,29.0,0.483333333
1348,10726020,13569,183972302,P3,INBOUND-OAKLAND,8:59:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,9:25:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 8:59,1/1/2023 9:25,0 days 00:26:00,26.0,0.433333333
1349,12172020,13570,183972302,P3,OUTBOUND-SWISSVALE,9:25:00,4,FIFTH AVE + ROBINSON ST,2640,9:53:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 9:25,1/1/2023 9:53,0 days 00:28:00,28.0,0.466666667
1350,7786020,13571,183972302,P3,INBOUND-OAKLAND,10:19:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,10:45:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 10:19,1/1/2023 10:45,0 days 00:26:00,26.0,0.433333333
1351,8992020,13572,183972302,P3,OUTBOUND-SWISSVALE,10:45:00,4,FIFTH AVE + ROBINSON ST,2640,11:13:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 10:45,1/1/2023 11:13,0 days 00:28:00,28.0,0.466666667
1352,7274020,13573,183972302,P3,INBOUND-OAKLAND,11:49:00,4,EAST BUSWASY + SWISSVALE STATION A,16063,12:15:00,19,8.109572868,4,FIFTH AVE + ROBINSON ST,2640,1/1/2023 11:49,1/1/2023 12:15,0 days 00:26:00,26.0,0.433333333
1353,11158020,13574,183972302,P3,OUTBOUND-SWISSVALE,12:15:00,4,FIFTH AVE + ROBINSON ST,2640,12:43:00,22,8.090248176,4,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 12:15,1/1/2023 12:43,0 days 00:28:00,28.0,0.466666667
