,trip_id,block_id,route_id,trip_headsign,trip_start_time,trip_end_time,start_stop_id,end_stop_id,start_stop_name,start_stop_lat,start_stop_lon,end_stop_name,end_stop_lat,end_stop_lon
3859,5963080,183437208.0,61B,OUTBOUND-BRADDOCK-SWISSVALE,12:15:00,13:16:00,20856,7357,FIFTH AVE + WOOD ST,40.440792,-80.000658,BRADDOCK HILLS SC + GIANT EAGLE,40.414495,-79.855219
3860,7797080,183437308.0,81,INBOUND-DOWNTOWN,13:34:00,14:15:00,4834,22296,WHARTON ST + S 20TH,40.430421,-79.977196,LIBERTY AVE + MARKET ST,40.441802,-80.002082
3861,13127080,183437308.0,81,OUTBOUND-WHARTON SQUARE,14:15:00,14:44:00,22296,4834,LIBERTY AVE + MARKET ST,40.441802,-80.002082,WHARTON ST + S 20TH,40.430421,-79.977196
3862,3104080,183437308.0,81,INBOUND-DOWNTOWN,15:04:00,15:45:00,4834,22296,WHARTON ST + S 20TH,40.430421,-79.977196,LIBERTY AVE + MARKET ST,40.441802,-80.002082
3863,3640080,183437308.0,81,OUTBOUND-WHARTON SQUARE,15:45:00,16:14:00,22296,4834,LIBERTY AVE + MARKET ST,40.441802,-80.002082,WHARTON ST + S 20TH,40.430421,-79.977196
3864,1018080,183437408.0,55,INBOUND-NORTH VERSAILLES,11:29:00,12:55:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3865,7263080,183437408.0,55,OUTBOUND-WEST MIFFLIN,13:06:00,14:28:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3866,12919080,183437508.0,61A,INBOUND-DOWNTOWN VIA OAKLAND,10:53:00,12:00:00,12565,20856,BRADDOCK HILLS S C + STOREFRONT,40.414555,-79.85334,FIFTH AVE + WOOD ST,40.440792,-80.000658
3867,21080,183437508.0,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,12:00:00,13:07:00,20856,7357,FIFTH AVE + WOOD ST,40.440792,-80.000658,BRADDOCK HILLS SC + GIANT EAGLE,40.414495,-79.855219
3868,702080,183437608.0,55,INBOUND-NORTH VERSAILLES,14:58:00,16:25:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3869,7963080,183437608.0,55,OUTBOUND-WEST MIFFLIN,16:39:00,18:01:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3870,2667080,183437708.0,61C,INBOUND-PITTSBURGH VIA OAKLAND,12:28:00,13:45:00,22899,20856,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,40.352097,-79.861809,FIFTH AVE + WOOD ST,40.440792,-80.000658
3871,13084080,183437708.0,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,13:45:00,14:45:00,20856,17791,FIFTH AVE + WOOD ST,40.440792,-80.000658,MCKSPT TRANSPORTATION CTR + BAY #2,40.352308,-79.860558
3872,1138080,183437808.0,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,07:59:00,08:55:00,21187,4833,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3873,3750080,183437808.0,51,OUTBOUND-WEST MIFFLIN,08:55:00,09:41:00,4833,9618,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,LEBANON RD + NOBLE DR,40.361889,-79.932259
3874,7458080,183437908.0,61C,INBOUND-PITTSBURGH VIA OAKLAND,15:01:00,16:15:00,22899,20856,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,40.352097,-79.861809,FIFTH AVE + WOOD ST,40.440792,-80.000658
3875,6905080,183437908.0,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,16:15:00,17:15:00,20856,17791,FIFTH AVE + WOOD ST,40.440792,-80.000658,MCKSPT TRANSPORTATION CTR + BAY #2,40.352308,-79.860558
3876,12975080,183438008.0,Y49,INBOUND-DOWNTOWN,09:09:00,10:00:00,10129,4833,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,40.330153,-79.923501,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3877,9719080,183438008.0,Y49,OUTBOUND-PROSPECT - CCAC,10:00:00,10:43:00,4833,10129,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,40.330153,-79.923501
3878,11726080,183438008.0,Y49,INBOUND-DOWNTOWN,11:06:00,12:00:00,10129,4833,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,40.330153,-79.923501,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3879,9934080,183438008.0,Y49,OUTBOUND-PROSPECT - CCAC,12:00:00,12:47:00,4833,10129,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,40.330153,-79.923501
3880,13373080,183438108.0,55,INBOUND-NORTH VERSAILLES,12:39:00,14:05:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3881,10207080,183438108.0,55,OUTBOUND-WEST MIFFLIN,14:16:00,15:38:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3882,4878080,183438208.0,81,INBOUND-DOWNTOWN,16:34:00,17:15:00,4834,22296,WHARTON ST + S 20TH,40.430421,-79.977196,LIBERTY AVE + MARKET ST,40.441802,-80.002082
3883,9713080,183438208.0,81,OUTBOUND-WHARTON SQUARE,17:15:00,17:44:00,22296,4834,LIBERTY AVE + MARKET ST,40.441802,-80.002082,WHARTON ST + S 20TH,40.430421,-79.977196
3884,2528080,183438308.0,55,INBOUND-NORTH VERSAILLES,10:19:00,11:45:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3885,5943080,183438308.0,55,OUTBOUND-WEST MIFFLIN,11:56:00,13:18:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3886,519080,183438408.0,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,13:47:00,14:50:00,21187,4833,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3887,8311080,183438408.0,51,OUTBOUND-WEST MIFFLIN,14:50:00,15:45:00,4833,9618,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,LEBANON RD + NOBLE DR,40.361889,-79.932259
3888,433080,183438508.0,61B,INBOUND-DOWNTOWN,17:16:00,18:25:00,12565,20856,BRADDOCK HILLS S C + STOREFRONT,40.414555,-79.85334,FIFTH AVE + WOOD ST,40.440792,-80.000658
3889,8644080,183438508.0,61B,OUTBOUND-BRADDOCK-SWISSVALE,18:25:00,19:32:00,20856,7357,FIFTH AVE + WOOD ST,40.440792,-80.000658,BRADDOCK HILLS SC + GIANT EAGLE,40.414495,-79.855219
3890,11757080,183438608.0,55,INBOUND-NORTH VERSAILLES,13:48:00,15:15:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3891,652080,183438608.0,55,OUTBOUND-WEST MIFFLIN,15:26:00,16:48:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3892,7857080,183438708.0,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,16:17:00,17:20:00,21187,4833,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3893,12426080,183438708.0,51,OUTBOUND-WEST MIFFLIN,17:20:00,18:15:00,4833,9618,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,LEBANON RD + NOBLE DR,40.361889,-79.932259
3894,5188080,183438808.0,61B,INBOUND-DOWNTOWN,20:05:00,21:03:00,12565,20856,BRADDOCK HILLS S C + STOREFRONT,40.414555,-79.85334,FIFTH AVE + WOOD ST,40.440792,-80.000658
3895,5022080,183438808.0,61B,OUTBOUND-BRADDOCK-SWISSVALE,21:03:00,21:57:00,20856,7357,FIFTH AVE + WOOD ST,40.440792,-80.000658,BRADDOCK HILLS SC + GIANT EAGLE,40.414495,-79.855219
3896,13039080,183438808.0,61A,INBOUND-DOWNTOWN VIA OAKLAND,22:16:00,23:18:00,12565,20856,BRADDOCK HILLS S C + STOREFRONT,40.414555,-79.85334,FIFTH AVE + WOOD ST,40.440792,-80.000658
3897,7372080,183438808.0,61A,OUTBOUND-NORTH BRADDOCK,23:18:00,24:08:00,20856,20938,FIFTH AVE + WOOD ST,40.440792,-80.000658,BRADDOCK AVE + 6TH ST,40.40322,-79.868412
3898,13652080,183438908.0,Y46,INBOUND-DOWNTOWN,15:03:00,16:08:00,11194,4833,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,40.273078,-79.885653,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3899,2503080,183438908.0,Y46,OUTBOUND-ELIZABETH,16:08:00,17:06:00,4833,11194,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,40.273078,-79.885653
3900,11000080,183439008.0,55,INBOUND-NORTH VERSAILLES,18:28:00,19:55:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3901,7189080,183439008.0,55,OUTBOUND-WEST MIFFLIN,20:06:00,21:27:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3902,7298080,183439108.0,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,22:10:00,23:00:00,21187,4833,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3903,6474080,183439108.0,51,OUTBOUND-WEST MIFFLIN,23:00:00,23:48:00,4833,9618,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,LEBANON RD + NOBLE DR,40.361889,-79.932259
3904,7003080,183439208.0,Y46,INBOUND-DOWNTOWN,17:28:00,18:28:00,11194,4833,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,40.273078,-79.885653,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3905,7216080,183439208.0,Y46,OUTBOUND-ELIZABETH,18:28:00,19:23:00,4833,11194,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,40.273078,-79.885653
3906,3772080,183439208.0,Y46,INBOUND-DOWNTOWN,19:50:00,20:48:00,11194,4833,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,40.273078,-79.885653,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3907,4453080,183439208.0,Y46,OUTBOUND-ELIZABETH,20:48:00,21:41:00,4833,11194,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,40.273078,-79.885653
3908,123080,183439308.0,61A,INBOUND-DOWNTOWN VIA OAKLAND,21:31:00,22:33:00,12565,20856,BRADDOCK HILLS S C + STOREFRONT,40.414555,-79.85334,FIFTH AVE + WOOD ST,40.440792,-80.000658
3909,10074080,183439308.0,61A,OUTBOUND-NORTH BRADDOCK,22:33:00,23:23:00,20856,20938,FIFTH AVE + WOOD ST,40.440792,-80.000658,BRADDOCK AVE + 6TH ST,40.40322,-79.868412
3910,1732080,183439408.0,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,21:10:00,22:00:00,21187,4833,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3911,5760080,183439408.0,51,OUTBOUND-WEST MIFFLIN,22:00:00,22:50:00,4833,9618,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,LEBANON RD + NOBLE DR,40.361889,-79.932259
3912,9147080,183439408.0,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,23:15:00,24:05:00,21187,4833,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,SIXTH AVE + SMITHFIELD,40.441593,-79.99826
3913,9433080,183439408.0,51,OUTBOUND-WEST MIFFLIN,24:05:00,24:48:00,4833,9618,SIXTH AVE + SMITHFIELD,40.441593,-79.99826,LEBANON RD + NOBLE DR,40.361889,-79.932259
3914,12029080,183439508.0,81,INBOUND-DOWNTOWN,15:49:00,16:30:00,4834,22296,WHARTON ST + S 20TH,40.430421,-79.977196,LIBERTY AVE + MARKET ST,40.441802,-80.002082
3915,13255080,183439508.0,81,OUTBOUND-WHARTON SQUARE,16:30:00,16:59:00,22296,4834,LIBERTY AVE + MARKET ST,40.441802,-80.002082,WHARTON ST + S 20TH,40.430421,-79.977196
3916,6920080,183439508.0,81,INBOUND-DOWNTOWN,17:21:00,18:00:00,4834,22296,WHARTON ST + S 20TH,40.430421,-79.977196,LIBERTY AVE + MARKET ST,40.441802,-80.002082
3917,2354080,183439508.0,81,OUTBOUND-WHARTON SQUARE,18:00:00,18:29:00,22296,4834,LIBERTY AVE + MARKET ST,40.441802,-80.002082,WHARTON ST + S 20TH,40.430421,-79.977196
3918,3376080,183439608.0,55,INBOUND-NORTH VERSAILLES,19:43:00,21:05:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3919,2775080,183439608.0,55,OUTBOUND-WEST MIFFLIN,21:16:00,22:32:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3920,6711080,183439708.0,64,INBOUND-SHADYSIDE,23:07:00,23:45:00,15428,18150,AMITY ST + TARGET DRIVE,40.409837,-79.912281,39TH ST + BUTLER,40.467498,-79.963592
3921,10955080,183439708.0,64,OUTBOUND-WATERFRONT,23:45:00,24:19:00,18150,15418,39TH ST + BUTLER,40.467498,-79.963592,DRIVE TO LOWES + STOREFRONT DRIVE,40.41297,-79.903123
3922,11400080,183439808.0,81,INBOUND-DOWNTOWN,18:51:00,19:30:00,4834,22296,WHARTON ST + S 20TH,40.430421,-79.977196,LIBERTY AVE + MARKET ST,40.441802,-80.002082
3923,10780080,183439808.0,81,OUTBOUND-WHARTON SQUARE,19:30:00,19:57:00,22296,4834,LIBERTY AVE + MARKET ST,40.441802,-80.002082,WHARTON ST + S 20TH,40.430421,-79.977196
3924,6932080,183439808.0,81,INBOUND-DOWNTOWN,20:21:00,21:00:00,4834,22296,WHARTON ST + S 20TH,40.430421,-79.977196,LIBERTY AVE + MARKET ST,40.441802,-80.002082
3925,2852080,183439808.0,81,OUTBOUND-WHARTON SQUARE,21:00:00,21:27:00,22296,4834,LIBERTY AVE + MARKET ST,40.441802,-80.002082,WHARTON ST + S 20TH,40.430421,-79.977196
3926,8451080,183439908.0,55,INBOUND-NORTH VERSAILLES,16:08:00,17:35:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3927,12462080,183439908.0,55,OUTBOUND-WEST MIFFLIN,17:49:00,19:10:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3928,11380080,183440008.0,64,INBOUND-SHADYSIDE,20:14:00,21:00:00,15428,18150,AMITY ST + TARGET DRIVE,40.409837,-79.912281,39TH ST + BUTLER,40.467498,-79.963592
3929,4813080,183440008.0,64,OUTBOUND-WATERFRONT,21:00:00,21:38:00,18150,15418,39TH ST + BUTLER,40.467498,-79.963592,DRIVE TO LOWES + STOREFRONT DRIVE,40.41297,-79.903123
3930,6828080,183440008.0,64,INBOUND-SHADYSIDE,22:22:00,23:00:00,15428,18150,AMITY ST + TARGET DRIVE,40.409837,-79.912281,39TH ST + BUTLER,40.467498,-79.963592
3931,13672080,183440008.0,64,OUTBOUND-WATERFRONT,23:00:00,23:34:00,18150,15418,39TH ST + BUTLER,40.467498,-79.963592,DRIVE TO LOWES + STOREFRONT DRIVE,40.41297,-79.903123
3932,5134080,183440108.0,55,INBOUND-NORTH VERSAILLES,17:18:00,18:45:00,21187,15851,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235
3933,12267080,183440108.0,55,OUTBOUND-WEST MIFFLIN,18:59:00,20:20:00,15851,9618,WALMART + SHELTER (N VERSAILLES),40.387651,-79.8235,LEBANON RD + NOBLE DR,40.361889,-79.932259
3934,7967080,183440208.0,64,INBOUND-SHADYSIDE,20:54:00,21:40:00,15428,18150,AMITY ST + TARGET DRIVE,40.409837,-79.912281,39TH ST + BUTLER,40.467498,-79.963592
3935,2911080,183440208.0,64,OUTBOUND-WATERFRONT,21:40:00,22:18:00,18150,15418,39TH ST + BUTLER,40.467498,-79.963592,DRIVE TO LOWES + STOREFRONT DRIVE,40.41297,-79.903123
3936,1035080,183440308.0,61C,INBOUND-PITTSBURGH VIA OAKLAND,23:39:00,24:30:00,22899,20856,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,40.352097,-79.861809,FIFTH AVE + WOOD ST,40.440792,-80.000658
3937,13936080,183440308.0,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,24:30:00,25:19:00,20856,17791,FIFTH AVE + WOOD ST,40.440792,-80.000658,MCKSPT TRANSPORTATION CTR + BAY #2,40.352308,-79.860558
3938,6114080,183440408.0,61D,INBOUND-DOWNTOWN,13:05:00,13:58:00,15428,20856,AMITY ST + TARGET DRIVE,40.409837,-79.912281,FIFTH AVE + WOOD ST,40.440792,-80.000658
3939,4907080,183440408.0,61D,OUTBOUND-WATERFRONT VIA OAKLAND-SQ HILL,13:58:00,14:41:00,20856,15418,FIFTH AVE + WOOD ST,40.440792,-80.000658,DRIVE TO LOWES + STOREFRONT DRIVE,40.41297,-79.903123
3940,14008080,183440408.0,61D,INBOUND-DOWNTOWN,15:04:00,15:58:00,15428,20856,AMITY ST + TARGET DRIVE,40.409837,-79.912281,FIFTH AVE + WOOD ST,40.440792,-80.000658
